,id,0000_kl08,0001_kl09,0002_kl10,0003_kl11,0004_kl12,0005_kl13,0006_kl14,0007_kl15,0008_kl16,0009_kl17,0010_kl18,0011_kl19,0012_kl20,0013_kl21,0014_kl22,0015_kl23,0016_kl00,0017_kl01,0018_kl02,0019_kl03,0020_kl04,0021_kl05,0022_kl06,0023_kl07,0024_kl08
0,1,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726,109.30013715477726
1,2,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623,681.1464639030623
2,3,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284,710.6232581297284
3,4,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066,1194.6872214404066
4,5,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381,423.4150703597381
5,6,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376
6,7,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807
7,8,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162,875.1785383639162
8,9,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516,390.2500791093516
9,10,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376,143.7565205929376
