,id,0000_kl08,0001_kl09,0002_kl10,0003_kl11,0004_kl12,0005_kl13,0006_kl14,0007_kl15,0008_kl16,0009_kl17,0010_kl18,0011_kl19,0012_kl20,0013_kl21,0014_kl22,0015_kl23,0016_kl00,0017_kl01,0018_kl02,0019_kl03,0020_kl04,0021_kl05,0022_kl06,0023_kl07,0024_kl08
0,1,187.85303650748867,187.8160972638017,186.60675176257044,185.7115769867868,185.336071080192,185.38800303076084,185.88122764904716,186.88171654926606,187.83186454925212,187.85335561047066,187.85336881209005,187.85339740902634,187.85332039300746,187.85332039300746,187.85332039300746,187.85332039300746,187.85332039300746,187.8531663620963,187.85332039300746,187.85332039300746,187.85332039300746,187.85332039300746,187.85332039300746,187.8531751464631,187.85314433442196
1,2,814.8375083900419,814.7031948867331,810.779361000022,807.6768187769666,806.1557336436531,806.2560229352733,808.1049055231493,811.5434369068172,814.7590467539891,814.8387671397198,814.8387862298829,814.8387003778562,814.8387480471159,814.8387480471159,814.8387480471159,814.8387480471159,814.8387480471159,814.8378326371899,814.8387480471159,814.8387480471159,814.8387480471159,814.8387480471159,814.8387480471159,814.837575147023,814.8377467876048
2,3,721.238430021463,720.7011733293889,714.3718967154904,709.2498173712697,691.6324298910755,663.642822936628,694.8609150392309,715.6463599166487,721.0175178149291,721.2405979763695,721.2410534978881,721.2410113202897,721.2409438369959,721.2409438369959,721.2409438369959,721.2409438369959,721.2409438369959,721.2399737384108,721.2409438369959,721.2409438369959,721.2409438369959,721.2409438369959,721.2409438369959,721.2390711265741,721.2386324735037
3,4,1222.9294894810555,1222.6760245433256,1214.9325707377943,1199.1468671692508,1153.6973297309373,1132.4483837840169,1185.396153305444,1214.2603451599016,1222.7826028352067,1222.9314634274501,1222.9315206331248,1222.9315063371073,1222.9312631627315,1222.9312631627315,1222.9312631627315,1222.9312631627315,1222.9312631627315,1222.9299901217964,1222.9312631627315,1222.9312631627315,1222.9312631627315,1222.9312631627315,1222.9312631627315,1222.9297183509916,1222.9296325203259
4,5,470.21706475888516,469.8624493178509,463.18822674577774,462.6043693823572,429.2732164687503,428.9834036290695,446.5822691294656,466.6762191893118,470.086437246129,470.2182420882488,470.21844564044324,470.21844564044324,470.21833560347517,470.21833560347517,470.21833560347517,470.21833560347517,470.21833560347517,470.21773044240274,470.21833560347517,470.21833560347517,470.21833560347517,470.21833560347517,470.21833560347517,470.21749387489274,470.2171527856429
5,6,1093.8872961041043,1092.665731278455,1079.8845153809518,1069.6179186397844,1064.9707450782846,1065.4965527558882,1020.0478531646532,1082.7825182157158,1093.5100733457048,1093.8923283365639,1093.8927774652254,1093.8923283365639,1093.8919945873374,1093.8919945873374,1093.8919945873374,1093.8919945873374,1093.8919945873374,1093.8886440158844,1093.8919945873374,1093.8919945873374,1093.8919945873374,1093.8919945873374,1093.8919945873374,1093.8898380665105,1093.8867699134169
6,7,125.4338120547358,125.30336791433571,123.83792921983597,122.65423461831924,122.15003198275058,122.23215986880203,115.99633996382802,124.1577730376647,125.39163245134668,125.43420082734787,125.43426097724736,125.43425804281551,125.43424337182068,125.43424337182068,125.43424337182068,125.43424337182068,125.43424337182068,125.43401597677156,125.43424337182068,125.43424337182068,125.43424337182068,125.43424337182068,125.43424337182068,125.43395289289094,125.43382379096079
7,8,1065.496212133752,1065.021140253657,1055.1425849701907,1042.5984674472738,1036.2374033554677,1043.389194473908,951.782956494762,1043.3697770967442,1065.3920496706173,1065.4986686354744,1065.4986936346493,1065.4986561853682,1065.498519033083,1065.498519033083,1065.498519033083,1065.498519033083,1065.498519033083,1065.4968106422803,1065.498519033083,1065.498519033083,1065.498519033083,1065.498519033083,1065.498519033083,1065.4967358267188,1065.4966110798473
8,9,595.0397240049166,594.9407425968587,588.0083335181706,582.4087038037051,579.9922081650859,580.3235298785333,583.3324001860062,589.6020994373272,594.9843797525267,595.0403372294517,595.040365157218,595.0403024388222,595.0402118443944,595.0402118443944,595.0402118443944,595.0402118443944,595.0402118443944,595.0398843821896,595.0402118443944,595.0402118443944,595.0402118443944,595.0402118443944,595.0402118443944,595.0399121583201,595.0396961752674
9,10,1093.8872961041043,1092.665731278455,1079.8845153809518,1069.6179186397844,1064.9707450782846,1065.4965527558882,1020.0478531646532,1082.7825182157158,1093.5100733457048,1093.8923283365639,1093.8927774652254,1093.8923283365639,1093.8919945873374,1093.8919945873374,1093.8919945873374,1093.8919945873374,1093.8919945873374,1093.8886440158844,1093.8919945873374,1093.8919945873374,1093.8919945873374,1093.8919945873374,1093.8919945873374,1093.8898380665105,1093.8867699134169
