i,j,t,r
7,12,15,0.6648587
7,12,16,0.7943766
7,12,17,0.6577097
7,12,18,1.568385
7,12,19,1.092268
7,12,20,1.301426
7,12,21,2.659435
7,12,22,2.44668
7,12,23,1.199353
7,12,24,5.09725
8,5,0,0.6471379
8,5,1,1.294276
8,5,2,0.4751139
8,5,3,0.5864688
8,5,4,0.67025
8,5,5,0.568697
8,5,6,1.443615
8,5,7,0.4124615
8,5,8,0.75068
8,5,9,0.543971
8,5,10,0.4874546
8,5,11,0.6255667
8,5,12,2.207882
8,5,13,1.0724
8,5,14,1.50136
8,5,15,0.3992979
8,5,16,0.4874546
8,5,17,1.294276
8,5,18,0.67025
8,5,19,0.3869485
8,5,20,1.103941
8,5,21,1.631913
8,5,22,3.412182
8,5,23,1.042611
8,5,24,0.8530455
8,22,0,4.987781
8,22,1,1.645454
8,22,2,8.867167
8,22,3,2.347191
8,22,4,2.66015
8,22,5,5.911444
8,22,6,1.645454
8,22,7,4.836636
8,22,8,1.612212
8,22,9,3.546866
8,22,10,1.697968
8,22,11,2.100118
8,22,12,2.382224
8,22,13,2.347191
8,22,14,2.072844
8,22,15,11.40064
8,22,16,1.923
8,22,17,2.574339
8,22,18,2.186424
8,22,19,9.388764
8,22,20,4.200237
8,22,21,3.469761
8,22,22,1.813739
8,22,23,2.800158
8,22,24,3.069404
9,10,0,1.622132
9,10,1,1.23282
9,10,2,1.081421
9,10,3,4.1094
9,10,4,4.402928
9,10,5,0.8443972
9,10,6,1.208647
9,10,7,1.580538
9,10,8,1.163038
9,10,9,0.9483231
9,10,10,0.6354742
9,10,11,2.0547
9,10,12,0.9631406
9,10,13,0.6557553
9,10,14,1.062776
9,10,15,0.7167558
9,10,16,1.926281
9,10,17,0.8933478
9,10,18,0.9631406
9,10,19,3.852562
9,10,20,2.370808
9,10,21,0.82188
9,10,22,0.7251882
9,10,23,0.6420937
9,10,24,0.7802658
9,19,0,1.745939
9,19,1,0.8911563
9,19,2,7.777364
9,19,3,1.745939
9,19,4,0.9199033
9,19,5,5.346938
9,19,6,0.9401209
9,19,7,2.376417
9,19,8,2.376417
9,19,9,1.555473
9,19,10,1.018464
9,19,11,0.9505667
9,19,12,3.564625
9,19,13,1.357952
9,19,14,0.8641515
9,19,15,2.592455
9,19,16,5.7034
9,19,17,0.9299022
9,19,18,8.5551
9,19,19,0.9401209
9,19,20,1.204944
9,19,21,0.9199033
9,19,22,2.950035
9,19,23,7.777364
9,19,24,0.8819691
10,9,0,2.283
10,9,1,0.6773736
10,9,2,0.9483231
10,9,3,1.580538
10,9,4,1.988419
10,9,5,2.801864
10,9,6,0.8681831
10,9,7,1.044763
10,9,8,0.9339545
10,9,9,1.400932
10,9,10,4.1094
10,9,11,1.988419
10,9,12,1.541025
10,9,13,0.8443972
10,9,14,1.010508
10,9,15,0.8933478
10,9,16,3.244263
10,9,17,2.283
10,9,18,1.3698
10,9,19,0.6557553
10,9,20,1.25798
10,9,21,0.7251882
10,9,22,0.6628065
10,9,23,1.284187
10,9,24,0.6849
10,11,0,0.844386
10,11,1,1.266579
10,11,2,1.300811
10,11,3,0.6092405
10,11,4,0.7639683
10,11,5,0.7890164
10,11,6,0.6332895
10,11,7,0.6332895
10,11,8,0.6092405
10,11,9,0.7639683
10,11,10,0.9437255
10,11,11,0.4911225
10,11,12,0.6332895
10,11,13,4.813
10,11,14,0.7077941
10,11,15,0.7639683
10,11,16,1.234103
10,11,17,1.173903
10,11,18,3.208667
10,11,19,0.9626
10,11,20,0.5175269
10,11,21,1.300811
10,11,22,0.8298276
10,11,23,1.173903
10,11,24,0.875091
11,2,0,0.3150909
11,2,1,1.237857
11,2,2,0.5975862
11,2,3,0.1843617
11,2,4,0.3938636
11,2,5,0.5251515
11,2,6,0.4951428
11,2,7,0.2511594
11,2,8,0.3269811
11,2,9,0.444359
11,2,10,0.2310667
11,2,11,0.6932
11,2,12,0.3466
11,2,13,0.2840984
11,2,14,0.1863441
11,2,15,0.8665
11,2,16,0.2707812
11,2,17,0.1904396
11,2,18,0.3150909
11,2,19,1.155333
11,2,20,0.2987931
11,2,21,0.2987931
11,2,22,0.2987931
11,2,23,0.4226829
11,2,24,0.5097059
11,10,0,2.4065
11,10,1,0.601625
11,10,2,1.458485
11,10,3,0.5175269
11,10,4,0.6170513
11,10,5,0.6778873
11,10,6,1.266579
11,10,7,1.234103
11,10,8,0.5407865
11,10,9,0.5347778
11,10,10,0.7404615
11,10,11,0.6875715
11,10,12,2.005417
11,10,13,0.6170513
11,10,14,0.5231522
11,10,15,0.9255769
11,10,16,2.4065
11,10,17,1.173903
11,10,18,0.5662353
11,10,19,1.659655
11,10,20,1.20325
11,10,21,0.5289011
11,10,22,1.002708
11,10,23,0.5532184
11,10,24,0.5013542
11,14,0,2.003314
11,14,1,4.12447
11,14,2,0.7967727
11,14,3,0.7621304
11,14,4,1.149443
11,14,5,0.93488
11,14,6,1.031118
11,14,7,1.274836
11,14,8,0.7380632
11,14,9,2.504143
11,14,10,0.9738333
11,14,11,1.947667
11,14,12,1.40232
11,14,13,1.016174
11,14,14,0.7790666
11,14,15,0.8656296
11,14,16,3.895333
11,14,17,3.690316
11,14,18,0.8656296
11,14,19,1.031118
11,14,20,0.7228453
11,14,21,2.80464
11,14,22,0.9105974
11,14,23,0.9105974
11,14,24,1.348385
12,1,0,2.479207
12,1,1,2.614436
12,1,2,4.958414
12,1,3,8.458471
12,1,4,1.580154
12,1,5,4.793134
12,1,6,2.025268
12,1,7,3.195422
12,1,8,2.522702
12,1,9,2.178697
12,1,10,4.793134
12,1,11,1.529724
12,1,12,2.114618
12,1,13,1.943162
12,1,14,2.479207
12,1,15,5.991417
12,1,16,2.0542
12,1,17,8.987125
12,1,18,2.522702
12,1,19,3.195422
12,1,20,2.246781
12,1,21,2.713094
12,1,22,1.917253
12,1,23,3.268046
12,1,24,2.522702
12,7,0,1.973129
12,7,1,6.1167
12,7,2,2.912714
12,7,3,2.109207
12,7,4,0.7369518
12,7,5,3.822937
12,7,6,0.8995147
12,7,7,0.8048289
12,7,8,0.9865645
12,7,9,0.6438631
12,7,10,0.8615071
12,7,11,2.184536
12,7,12,1.248306
12,7,13,0.8048289
12,7,14,0.9410307
12,7,15,0.6950796
12,7,16,0.8995147
12,7,17,2.184536
12,7,18,2.912714
12,7,19,0.7551482
12,7,20,0.6438631
12,7,21,0.6721649
12,7,22,2.912714
12,7,23,5.560637
12,7,24,1.973129
12,17,0,0.283971
12,17,1,0.5937576
12,17,2,0.7536154
12,17,3,0.6531333
12,17,4,0.3110159
12,17,5,0.2201573
12,17,6,0.2252184
12,17,7,0.2578158
12,17,8,0.3265667
12,17,9,0.6531333
12,17,10,0.1999388
12,17,11,0.2332619
12,17,12,0.78376
12,17,13,0.5295675
12,17,14,0.39188
12,17,15,0.3321017
12,17,16,0.5295675
12,17,17,0.2041042
12,17,18,0.2084468
12,17,19,0.8164167
12,17,20,0.2721389
12,17,21,0.3696981
12,17,22,0.2252184
12,17,23,1.507231
12,17,24,1.632833
13,17,0,0.9724151
13,17,1,0.5425053
13,17,2,0.644225
13,17,3,2.5769
13,17,4,3.435867
13,17,5,0.5368541
13,17,6,1.198558
13,17,7,0.6871733
13,17,8,0.599279
13,17,9,0.7469275
13,17,10,0.6781316
13,17,11,1.321487
13,17,12,0.6607436
13,17,13,1.227095
13,17,14,0.8735254
13,17,15,0.5368541
13,17,16,2.342636
13,17,17,0.5205858
13,17,18,1.198558
13,17,19,0.7579117
13,17,20,0.6871733
13,17,21,0.9370545
13,17,22,0.6063294
13,17,23,0.6693246
13,17,24,0.8735254
13,18,0,1.332781
13,18,1,0.6663906
13,18,2,1.040219
13,18,3,0.7108166
13,18,4,3.280692
13,18,5,0.9271522
13,18,6,0.9074255
13,18,7,0.6092714
13,18,8,1.254382
13,18,9,0.4846477
13,18,10,1.254382
13,18,11,0.6006901
13,18,12,3.877182
13,18,13,1.938591
13,18,14,0.7897963
13,18,15,0.4585914
13,18,16,0.8703877
13,18,17,1.093564
13,18,18,0.5842329
13,18,19,0.4902184
13,18,20,0.4959186
13,18,21,1.938591
13,18,22,0.9271522
13,18,23,1.470655
13,18,24,0.7228644
14,11,0,2.417793
14,11,1,0.8153023
14,11,2,1.016174
14,11,3,1.1686
14,11,4,0.7228453
14,11,5,0.730375
14,11,6,0.8248941
14,11,7,0.7459149
14,11,8,0.9875492
14,11,9,1.40232
14,11,10,4.6744
14,11,11,0.7790666
14,11,12,2.696769
14,11,13,0.7380632
14,11,14,0.730375
14,11,15,3.048522
14,11,16,1.1686
14,11,17,0.7082424
14,11,18,0.7082424
14,11,19,2.124727
14,11,20,1.208897
14,11,21,1.7529
14,11,22,1.230105
14,11,23,0.7459149
14,11,24,1.095562
14,23,0,5.262758
14,23,1,16.06526
14,23,2,4.555821
14,23,3,3.468636
14,23,4,6.937273
14,23,5,5.003934
14,23,6,3.913333
14,23,7,12.71833
14,23,8,8.032631
14,23,9,7.826666
14,23,10,11.30518
14,23,11,25.43667
14,23,12,17.95529
14,23,13,3.633809
14,23,14,13.2713
14,23,15,3.213053
14,23,16,6.783111
14,23,17,4.299155
14,23,18,10.90143
14,23,19,6.635652
14,23,20,6.494468
14,23,21,5.985098
14,23,22,6.229388
14,23,23,27.74909
14,23,24,16.06526
15,17,0,0.9266112
15,17,1,1.010849
15,17,2,0.3665715
15,17,3,0.5956786
15,17,4,0.416975
15,17,5,0.9530858
15,17,6,0.4905589
15,17,7,2.566
15,17,8,0.4507838
15,17,9,1.853222
15,17,10,0.6293963
15,17,11,0.7581364
15,17,12,0.3511369
15,17,13,0.9266112
15,17,14,1.450348
15,17,15,0.7097447
15,17,16,0.4389211
15,17,17,1.588476
15,17,18,0.4389211
15,17,19,2.084875
15,17,20,0.9266112
15,17,21,0.4019036
15,17,22,0.6177408
15,17,23,0.5956786
15,17,24,0.4569589
15,24,0,2.467308
15,24,1,4.934616
15,24,2,4.934616
15,24,3,1.943939
15,24,4,4.13871
15,24,5,1.40989
15,24,6,2.069355
15,24,7,5.578261
15,24,8,3.376316
15,24,9,4.276667
15,24,10,3.2075
15,24,11,1.757534
15,24,12,6.752632
15,24,13,6.415
15,24,14,9.869231
15,24,15,1.32268
15,24,16,1.914925
15,24,17,2.250877
15,24,18,1.40989
15,24,19,1.425556
15,24,20,4.276667
15,24,21,1.425556
15,24,22,2.915909
15,24,23,2.375926
15,24,24,3.2075
16,17,0,0.5644482
16,17,1,0.6916479
16,17,2,0.6377532
16,17,3,0.5710116
16,17,4,0.9265472
16,17,5,1.584097
16,17,6,0.5988658
16,17,7,0.9443654
16,17,8,0.8466724
16,17,9,4.09225
16,17,10,0.8769107
16,17,11,1.04483
16,17,12,3.507643
16,17,13,0.5456333
16,17,14,0.7794762
16,17,15,3.507643
16,17,16,0.7221618
16,17,17,1.142023
16,17,18,2.232136
16,17,19,0.8769107
16,17,20,0.5916506
16,17,21,0.5062577
16,17,22,1.002184
16,17,23,1.6369
16,17,24,0.81845
17,12,0,0.9330476
17,12,1,0.5762941
17,12,2,0.3998775
17,12,3,1.088556
17,12,4,0.6531333
17,12,5,0.3321017
17,12,6,1.031263
17,12,7,0.2252184
17,12,8,0.4168936
17,12,9,1.031263
17,12,10,0.2924477
17,12,11,0.2106882
17,12,12,0.2721389
17,12,13,0.4556744
17,12,14,0.2881471
17,12,15,0.6756552
17,12,16,0.3841961
17,12,17,0.3061562
17,12,18,0.7257037
17,12,19,0.8906364
17,12,20,0.8164167
17,12,21,0.1999388
17,12,22,0.3562545
17,12,23,0.2881471
17,12,24,0.5762941
17,13,0,0.8052812
17,13,1,1.096553
17,13,2,0.8052812
17,13,3,0.6523798
17,13,4,2.5769
17,13,5,0.5663517
17,13,6,2.240782
17,13,7,0.6209397
17,13,8,0.6362716
17,13,9,0.599279
17,13,10,1.010549
17,13,11,0.8052812
17,13,12,0.5258979
17,13,13,0.9544074
17,13,14,3.681286
17,13,15,1.145289
17,13,16,1.561758
17,13,17,0.5482766
17,13,18,1.908815
17,13,19,0.8735254
17,13,20,2.712526
17,13,21,0.6607436
17,13,22,0.6209397
17,13,23,1.073708
17,13,24,1.431611
17,15,0,2.382715
17,15,1,0.3548723
17,15,2,1.962235
17,15,3,0.3403878
17,15,4,0.9266112
17,15,5,1.235482
17,15,6,0.7942382
17,15,7,0.5956786
17,15,8,0.6540785
17,15,9,0.6415001
17,15,10,0.4389211
17,15,11,3.032546
17,15,12,0.5054243
17,15,13,0.3665715
17,15,14,0.9266112
17,15,15,0.3511369
17,15,16,0.3706445
17,15,17,0.3548723
17,15,18,2.223867
17,15,19,1.853222
17,15,20,0.4019036
17,15,21,0.725174
17,15,22,0.4633056
17,15,23,0.7942382
17,15,24,0.4118272
17,16,0,0.6916479
17,16,1,0.7920483
17,16,2,1.227675
17,16,3,0.81845
17,16,4,0.6820416
17,16,5,0.9628823
17,16,6,0.7015285
17,16,7,1.6369
17,16,8,3.069187
17,16,9,0.7554923
17,16,10,3.069187
17,16,11,0.8466724
17,16,12,2.046125
17,16,13,0.5988658
17,16,14,0.5916506
17,16,15,1.04483
17,16,16,1.091267
17,16,17,0.5916506
17,16,18,3.507643
17,16,19,3.777462
17,16,20,4.9107
17,16,21,4.09225
17,16,22,0.5224149
17,16,23,0.7329403
17,16,24,0.7015285
18,13,0,0.85298
18,13,1,0.5017529
18,13,2,1.470655
18,13,3,2.665562
18,13,4,0.4686703
18,13,5,0.8046981
18,13,6,0.6365522
18,13,7,1.421633
18,13,8,1.292394
18,13,9,0.5077262
18,13,10,0.5398607
18,13,11,4.2649
18,13,12,0.5763378
18,13,13,3.046357
18,13,14,0.646197
18,13,15,2.369389
18,13,16,1.122342
18,13,17,1.093564
18,13,18,2.508765
18,13,19,0.6271911
18,13,20,3.280692
18,13,21,0.7228644
18,13,22,0.9692954
18,13,23,0.4585914
18,13,24,0.4442604
19,3,0,0.8034828
19,3,1,0.863
19,3,2,0.495766
19,3,3,0.2532718
19,3,4,0.6297567
19,3,5,0.2589
19,3,6,2.3301
19,3,7,0.2709419
19,3,8,0.3477761
19,3,9,0.3026104
19,3,10,0.7060909
19,3,11,0.280735
19,3,12,0.2647841
19,3,13,0.4854375
19,3,14,1.664357
19,3,15,0.4236546
19,3,16,0.2741294
19,3,17,0.5178
19,3,18,1.94175
19,3,19,0.3530455
19,3,20,0.4017414
19,3,21,0.2560549
19,3,22,0.2532718
19,3,23,0.3477761
19,3,24,0.6131842
19,9,0,2.8517
19,9,1,1.043305
19,9,2,0.8911563
19,9,3,1.096808
19,9,4,6.580846
19,9,5,3.564625
19,9,6,1.782313
19,9,7,1.450017
19,9,8,2.75971
19,9,9,1.71102
19,9,10,2.251342
19,9,11,1.336734
19,9,12,1.188208
19,9,13,0.9005369
19,9,14,1.500895
19,9,15,1.006482
19,9,16,1.500895
19,9,17,1.61417
19,9,18,2.251342
19,9,19,1.296227
19,9,20,6.580846
19,9,21,0.8819691
19,9,22,1.901133
19,9,23,0.8911563
19,9,24,1.204944
20,3,0,10.15931
20,3,1,2.006778
20,3,2,5.079656
20,3,3,2.196608
20,3,4,1.826393
20,3,5,8.12745
20,3,6,3.533674
20,3,7,5.079656
20,3,8,7.067348
20,3,9,2.462864
20,3,10,5.243516
20,3,11,3.780209
20,3,12,2.006778
20,3,13,3.187235
20,3,14,1.982305
20,3,15,4.063725
20,3,16,2.322129
20,3,17,2.111026
20,3,18,1.641909
20,3,19,4.925727
20,3,20,5.805321
20,3,21,3.187235
20,3,22,2.621758
20,3,23,2.664738
20,3,24,1.8061
20,4,0,1.480898
20,4,1,7.281084
20,4,2,1.105987
20,4,3,7.943
20,4,4,2.361433
20,4,5,2.131049
20,4,6,0.8915612
20,4,7,2.08031
20,4,8,0.8915612
20,4,9,1.5886
20,4,10,1.040155
20,4,11,7.943
20,4,12,1.004287
20,4,13,1.409242
20,4,14,1.248186
20,4,15,5.824867
20,4,16,1.213514
20,4,17,0.9601429
20,4,18,1.365203
20,4,19,2.03193
20,4,20,1.3442
20,4,21,2.299289
20,4,22,1.560232
20,4,23,2.03193
20,4,24,2.818484
20,5,0,2.392793
20,5,1,2.891292
20,5,2,0.7382021
20,5,3,0.977338
20,5,4,1.067554
20,5,5,0.7009192
20,5,6,0.8783671
20,5,7,0.9637639
20,5,8,1.285018
