,id,0000_kl08,0001_kl09,0002_kl10,0003_kl11,0004_kl12,0005_kl13,0006_kl14,0007_kl15,0008_kl16,0009_kl17,0010_kl18,0011_kl19,0012_kl20,0013_kl21,0014_kl22,0015_kl23,0016_kl00,0017_kl01,0018_kl02,0019_kl03,0020_kl04,0021_kl05,0022_kl06,0023_kl07,0024_kl08
0,1,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574
1,2,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751,815.1687960243751
2,3,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423,710.6167555139423
3,4,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553,1194.6835462997553
4,5,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764,470.03809389230764
5,6,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151
6,7,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807,123.85426883211807
7,8,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215,1055.4397002800215
8,9,595.381585596923,595.381585596923,595.381585596923,595.381585596923,595.381585596923,595.381585596923,595.381585596923,595.381585596923,595.381585596923,595.381585596923,595.381585596923,595.381585596923,595.381585596923,595.381585596923,595.381585596923,595.381585596923,595.381585596923,595.381585596923,595.381585596923,595.381585596923,595.381585596923,595.381585596923,595.381585596923,595.381585596923,595.381585596923
9,10,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151,1084.9451408402151
10,11,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132,125.32351478698132
11,12,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574,188.13849138735574
12,13,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077
13,14,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841,344.9381886950841
14,15,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577,156.7811338485577
15,16,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077,219.49358738798077
