,id,0000_kl08,0001_kl09,0002_kl10,0003_kl11,0004_kl12,0005_kl13,0006_kl14,0007_kl15,0008_kl16,0009_kl17,0010_kl18,0011_kl19,0012_kl20,0013_kl21,0014_kl22,0015_kl23,0016_kl00,0017_kl01,0018_kl02,0019_kl03,0020_kl04,0021_kl05,0022_kl06,0023_kl07,0024_kl08
0,1,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445,50.986384137855445
1,2,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099,263.8543303098099
2,3,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404,242.03602012527404
3,4,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465,398.8000220963465
4,5,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498,149.53621445259498
5,6,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917,74.4989612262917
6,7,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585,43.710267955432585
7,8,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885,304.48133183907885
8,9,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012,185.21091943619012
9,10,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743,75.83117049549743
