i,j,t,r
4,17,1,1.114842
4,17,2,0.9207023
4,17,3,0.9207023
4,17,4,1.028126
4,17,5,2.721839
4,17,6,1.796823
4,17,7,1.49249
4,17,8,1.412731
4,17,9,1.341063
4,17,10,0.9896368
4,17,11,0.8897152
4,17,12,0.720072
4,17,13,0.720072
4,17,14,0.720072
4,17,15,0.720072
4,17,16,0.8607459
4,17,17,0.7841498
4,17,18,0.720072
4,17,19,1.114842
4,17,20,1.796823
4,17,21,1.217534
4,17,22,0.9896368
4,17,23,0.720072
4,17,24,0.720072
4,17,25,0.720072
4,17,26,0.720072
4,17,27,0.720072
4,17,28,0.720072
4,17,29,0.720072
4,17,30,0.720072
4,17,31,1.217534
4,17,32,3.427675
4,17,33,3.938323
4,17,34,1.217534
4,17,35,1.341063
4,17,36,1.49249
4,17,37,1.341063
4,17,38,1.114842
4,17,39,1.069729
4,17,40,1.028126
4,17,41,1.412731
4,17,42,1.341063
4,17,43,0.9896368
4,17,44,0.8897152
4,17,45,0.8607459
4,17,46,0.8607459
4,17,47,0.8897152
4,17,48,0.8897152
4,17,49,1.341063
4,17,50,7.20072
4,17,51,3.938323
4,17,52,7.120901
4,17,53,2.721839
4,17,54,1.796823
4,17,55,1.581794
4,17,56,1.796823
4,17,57,1.114842
4,17,58,0.9539258
4,19,0,19.9341
4,19,1,14.89465
4,19,2,12.3028
4,19,3,12.3028
4,19,4,13.73705
4,19,5,36.31778
4,19,6,23.993
4,19,7,19.9341
4,19,8,18.87002
4,19,9,17.91379
4,19,10,13.2232
4,19,11,11.88903
4,19,12,9.623447
4,19,13,9.623447
4,19,14,9.623447
4,19,15,9.623447
4,19,16,11.50219
4,19,17,10.47928
4,19,18,9.623447
4,19,19,14.89465
4,19,20,23.993
4,19,21,16.2653
4,19,22,13.2232
4,19,23,9.623447
4,19,24,9.623447
4,19,25,9.623447
4,19,26,9.623447
4,19,27,9.623447
4,19,28,9.623447
4,19,29,9.623447
4,19,30,9.623447
4,19,31,16.2653
4,19,32,45.70992
4,19,33,52.49821
4,19,34,16.2653
4,19,35,17.91379
4,19,36,19.9341
4,19,37,17.91379
4,19,38,14.89465
4,19,39,14.29245
4,19,40,13.73705
4,19,41,18.87002
4,19,42,17.91379
4,19,43,13.2232
4,19,44,11.88903
4,19,45,11.50219
4,19,46,11.50219
4,19,47,11.88903
4,19,48,11.88903
4,19,49,17.91379
4,19,50,96.23447
4,19,51,52.49821
4,19,52,94.68076
4,19,53,36.31778
4,19,54,23.993
4,19,55,21.12536
4,19,56,23.993
4,19,57,14.89465
4,19,58,12.74641
5,777,0,3.731769
5,777,1,2.781658
5,777,2,2.294781
5,777,3,2.294781
5,777,4,2.564055
5,777,5,6.85252
5,777,6,4.500342
5,777,7,3.731769
5,777,8,3.530772
5,777,9,3.350321
5,777,10,2.46754
5,777,11,2.217167
5,777,12,1.792728
5,777,13,1.792728
5,777,14,1.792728
5,777,15,1.792728
5,777,16,2.14463
5,777,17,1.952954
5,777,18,1.792728
5,777,19,2.781658
5,777,20,4.500342
5,777,21,3.039621
5,777,22,2.46754
5,777,23,1.792728
5,777,24,1.792728
5,777,25,1.792728
5,777,26,1.792728
5,777,27,1.792728
5,777,28,1.792728
5,777,29,1.792728
5,777,30,1.792728
5,777,31,3.039621
5,777,32,8.663838
5,777,33,9.983272
5,777,34,3.039621
5,777,35,3.350321
5,777,36,3.731769
5,777,37,3.350321
5,777,38,2.781658
5,777,39,2.668428
5,777,40,2.564055
5,777,41,3.530772
5,777,42,3.350321
5,777,43,2.46754
5,777,44,2.217167
5,777,45,2.14463
5,777,46,2.14463
5,777,47,2.217167
5,777,48,2.217167
5,777,49,3.350321
5,777,50,17.92728
5,777,51,9.983272
5,777,52,17.92728
5,777,53,6.85252
5,777,54,4.500342
5,777,55,3.957031
5,777,56,4.500342
5,777,57,2.781658
5,777,58,2.378027
5,782,0,6.607554
5,782,1,4.923037
5,782,2,4.060409
5,782,3,4.060409
5,782,4,4.537447
5,782,5,12.15131
5,782,6,7.97133
5,782,7,6.607554
5,782,8,6.251065
5,782,9,5.931074
5,782,10,4.366449
5,782,11,3.922932
5,782,12,3.171312
5,782,13,3.171312
5,782,14,3.171312
5,782,15,3.171312
5,782,16,3.794459
5,782,17,3.455013
5,782,18,3.171312
5,782,19,4.923037
5,782,20,7.97133
5,782,21,5.380247
5,782,22,4.366449
5,782,23,3.171312
5,782,24,3.171312
5,782,25,3.171312
5,782,26,3.171312
5,782,27,3.171312
5,782,28,3.171312
5,782,29,3.171312
5,782,30,3.171312
5,782,31,5.380247
5,782,32,15.37656
5,782,33,17.72947
5,782,34,5.380247
5,782,35,5.931074
5,782,36,6.607554
5,782,37,5.931074
5,782,38,4.923037
5,782,39,4.722383
5,782,40,4.537447
5,782,41,6.251065
5,782,42,5.931074
5,782,43,4.366449
5,782,44,3.922932
5,782,45,3.794459
5,782,46,3.794459
5,782,47,3.922932
5,782,48,3.922932
5,782,49,5.931074
5,782,50,31.71312
5,782,51,17.72947
5,782,52,31.71312
5,782,53,12.15131
5,782,54,7.97133
5,782,55,7.007161
5,782,56,7.97133
5,782,57,4.923037
5,782,58,4.207872
5,838,0,9.184615
5,838,1,6.847995
5,838,2,5.650138
5,838,3,5.650138
5,838,4,6.312669
5,838,5,16.85094
5,838,6,11.07389
5,838,7,9.184615
5,838,8,8.690403
5,838,9,8.246661
5,838,10,6.075211
5,838,11,5.459155
5,838,12,4.414608
5,838,13,4.414608
5,838,14,4.414608
5,838,15,4.414608
5,838,16,5.28066
5,838,17,4.808953
5,838,18,4.414608
5,838,19,6.847995
5,838,20,11.07389
5,838,21,7.482528
5,838,22,6.075211
5,838,23,4.414608
5,838,24,4.414608
5,838,25,4.414608
5,838,26,4.414608
5,838,27,4.414608
5,838,28,4.414608
5,838,29,4.414608
5,838,30,4.414608
5,838,31,7.482528
5,838,32,21.29454
5,838,33,24.52865
5,838,34,7.482528
5,838,35,8.246661
5,838,36,9.184615
5,838,37,8.246661
5,838,38,6.847995
5,838,39,6.569445
5,838,40,6.312669
5,838,41,8.690403
5,838,42,8.246661
5,838,43,6.075211
5,838,44,5.459155
5,838,45,5.28066
5,838,46,5.28066
5,838,47,5.459155
5,838,48,5.459155
5,838,49,8.246661
5,838,50,44.14608
5,838,51,24.52865
5,838,52,44.14608
5,838,53,16.85094
5,838,54,11.07389
5,838,55,9.738426
5,838,56,11.07389
5,838,57,6.847995
5,838,58,5.85497
6,24,0,2.132996
6,24,1,1.594907
6,24,2,1.317861
6,24,3,1.317861
6,24,4,1.471195
6,24,5,3.877043
6,24,6,2.565824
6,24,7,2.132996
6,24,8,2.019443
6,24,9,1.917369
6,24,10,1.416267
6,24,11,1.273614
6,24,12,1.031246
6,24,13,1.031246
6,24,14,1.031246
6,24,15,1.031246
6,24,16,1.232241
6,24,17,1.122819
6,24,18,1.031246
6,24,19,1.594907
6,24,20,2.565824
6,24,21,1.741336
6,24,22,1.416267
6,24,23,1.031246
6,24,24,1.031246
6,24,25,1.031246
6,24,26,1.031246
6,24,27,1.031246
6,24,28,1.031246
6,24,29,1.031246
6,24,30,1.031246
6,24,31,1.741336
6,24,32,4.873183
6,24,33,5.591505
6,24,34,1.741336
6,24,35,1.917369
6,24,36,2.132996
6,24,37,1.917369
6,24,38,1.594907
6,24,39,1.530555
6,24,40,1.471195
6,24,41,2.019443
6,24,42,1.917369
6,24,43,1.416267
6,24,44,1.273614
6,24,45,1.232241
6,24,46,1.232241
6,24,47,1.273614
6,24,48,1.273614
6,24,49,1.917369
6,24,50,13.62491
6,24,51,5.591505
6,24,52,10.02437
6,24,53,3.877043
6,24,54,2.565824
6,24,55,2.26008
6,24,56,2.565824
6,24,57,1.594907
6,24,58,1.365293
6,788,0,27.18903
6,788,1,20.31567
6,788,2,16.78058
6,788,3,16.78058
6,788,4,18.73679
6,788,5,49.53397
6,788,6,32.7249
6,788,7,27.18903
6,788,8,25.73773
6,788,9,24.43352
6,788,10,18.03594
6,788,11,16.21623
6,788,12,13.1261
6,788,13,13.1261
6,788,14,13.1261
6,788,15,13.1261
6,788,16,15.6886
6,788,17,14.29341
6,788,18,13.1261
6,788,19,20.31567
6,788,20,32.7249
6,788,21,22.18513
6,788,22,18.03594
6,788,23,13.1261
6,788,24,13.1261
6,788,25,13.1261
6,788,26,13.1261
6,788,27,13.1261
6,788,28,13.1261
6,788,29,13.1261
6,788,30,13.1261
6,788,31,22.18513
6,788,32,62.3429
6,788,33,71.60043
6,788,34,22.18513
6,788,35,24.43352
6,788,36,27.18903
6,788,37,24.43352
6,788,38,20.31567
6,788,39,19.49432
6,788,40,18.73679
6,788,41,25.73773
6,788,42,24.43352
6,788,43,18.03594
6,788,44,16.21623
6,788,45,15.6886
6,788,46,15.6886
6,788,47,16.21623
6,788,48,16.21623
6,788,49,24.43352
6,788,50,131.261
6,788,51,71.60043
6,788,52,129.1217
6,788,53,49.53397
6,788,54,32.7249
6,788,55,28.81378
6,788,56,32.7249
6,788,57,20.31567
6,788,58,17.38563
6,863,0,6.061245
6,863,1,4.533721
6,863,2,3.746838
6,863,3,3.746838
6,863,4,4.18238
6,863,5,11.0051
6,863,6,7.289202
6,863,7,6.061245
6,863,8,5.738977
6,863,9,5.449249
6,863,10,4.026369
6,863,11,3.62114
6,863,12,2.932488
6,863,13,2.932488
6,863,14,2.932488
6,863,15,2.932488
6,863,16,3.503601
6,863,17,3.192705
6,863,18,2.932488
6,863,19,4.533721
6,863,20,7.289202
6,863,21,4.949504
6,863,22,4.026369
6,863,23,2.932488
6,863,24,2.932488
6,863,25,2.932488
6,863,26,2.932488
6,863,27,2.932488
6,863,28,2.932488
6,863,29,2.932488
6,863,30,2.932488
6,863,31,4.949504
6,863,32,13.82399
6,863,33,15.85451
6,863,34,4.949504
6,863,35,5.449249
6,863,36,6.061245
6,863,37,5.449249
6,863,38,4.533721
6,863,39,4.350969
6,863,40,4.18238
6,863,41,5.738977
6,863,42,5.449249
6,863,43,4.026369
6,863,44,3.62114
6,863,45,3.503601
6,863,46,3.503601
6,863,47,3.62114
6,863,48,3.62114
6,863,49,5.449249
6,863,50,29.32488
6,863,51,15.85451
6,863,52,28.34454
6,863,53,11.0051
6,863,54,7.289202
6,863,55,6.421859
6,863,56,7.289202
6,863,57,4.533721
6,863,58,3.881577
7,443,0,4.485628
7,443,1,3.355178
7,443,2,2.772844
7,443,3,2.772844
7,443,4,3.095168
7,443,5,8.144376
7,443,6,5.394386
7,443,7,4.485628
7,443,8,4.247133
7,443,9,4.032718
7,443,10,2.979711
7,443,11,2.679821
7,443,12,2.170183
7,443,13,2.170183
7,443,14,2.170183
7,443,15,2.170183
7,443,16,2.592836
7,443,17,2.362757
7,443,18,2.170183
7,443,19,3.355178
7,443,20,5.394386
7,443,21,3.66288
7,443,22,2.979711
7,443,23,2.170183
7,443,24,2.170183
7,443,25,2.170183
7,443,26,2.170183
7,443,27,2.170183
7,443,28,2.170183
7,443,29,2.170183
7,443,30,2.170183
7,443,31,3.66288
7,443,32,10.23053
7,443,33,11.73326
7,443,34,3.66288
7,443,35,4.032718
7,443,36,4.485628
7,443,37,4.032718
7,443,38,3.355178
7,443,39,3.219933
7,443,40,3.095168
7,443,41,4.247133
7,443,42,4.032718
7,443,43,2.979711
7,443,44,2.679821
7,443,45,2.592836
7,443,46,2.592836
7,443,47,2.679821
7,443,48,2.679821
7,443,49,4.032718
7,443,50,28.44724
7,443,51,11.73326
7,443,52,20.97687
7,443,53,8.144376
7,443,54,5.394386
7,443,55,4.752503
7,443,56,5.394386
7,443,57,3.355178
7,443,58,2.872558
8,336,0,1.754851
8,336,1,1.313898
8,336,2,1.086407
8,336,3,1.086407
8,336,4,1.212352
8,336,5,3.176063
8,336,6,2.108698
8,336,7,1.754851
8,336,8,1.661894
8,336,9,1.578289
8,336,10,1.167247
8,336,11,1.050046
8,336,12,0.8507314
8,336,13,0.8507314
8,336,14,0.8507314
8,336,15,0.8507314
8,336,16,1.016039
8,336,17,0.9260661
8,336,18,0.8507314
8,336,19,1.313898
8,336,20,2.108698
8,336,21,1.434009
8,336,22,1.167247
8,336,23,0.8507314
8,336,24,0.8507314
8,336,25,0.8507314
8,336,26,0.8507314
8,336,27,0.8507314
8,336,28,0.8507314
8,336,29,0.8507314
8,336,30,0.8507314
8,336,31,1.434009
8,336,32,3.98237
8,336,33,4.561367
8,336,34,1.434009
8,336,35,1.578289
8,336,36,1.754851
8,336,37,1.578289
8,336,38,1.313898
8,336,39,1.261084
8,336,40,1.212352
8,336,41,1.661894
8,336,42,1.578289
8,336,43,1.167247
8,336,44,1.050046
8,336,45,1.016039
8,336,46,1.016039
8,336,47,1.050046
8,336,48,1.050046
8,336,49,1.578289
8,336,50,10.90089
8,336,51,4.561367
8,336,52,8.089969
8,336,53,3.176063
8,336,54,2.108698
8,336,55,1.858823
8,336,56,2.108698
8,336,57,1.313898
8,336,58,1.125377
8,638,0,12.03972
8,638,1,9.016503
8,638,2,7.45626
8,638,3,7.45626
8,638,4,8.320101
8,638,5,21.77415
8,638,6,14.46471
8,638,7,12.03972
8,638,8,11.40251
8,638,9,10.82936
8,638,10,8.010741
8,638,11,7.206841
8,638,12,5.839488
8,638,13,5.839488
8,638,14,5.839488
8,638,15,5.839488
8,638,16,6.973569
8,638,17,6.35634
8,638,18,5.839488
8,638,19,9.016503
8,638,20,14.46471
8,638,21,9.840134
8,638,22,8.010741
8,638,23,5.839488
8,638,24,5.839488
8,638,25,5.839488
8,638,26,5.839488
8,638,27,5.839488
8,638,28,5.839488
8,638,29,5.839488
8,638,30,5.839488
8,638,31,9.840134
8,638,32,27.2904
8,638,33,31.24866
8,638,34,9.840134
8,638,35,10.82936
8,638,36,12.03972
8,638,37,10.82936
8,638,38,9.016503
8,638,39,8.654316
8,638,40,8.320101
8,638,41,11.40251
8,638,42,10.82936
8,638,43,8.010741
8,638,44,7.206841
8,638,45,6.973569
8,638,46,6.973569
8,638,47,7.206841
8,638,48,7.206841
8,638,49,10.82936
8,638,50,58.39487
8,638,51,31.24866
8,638,52,55.31978
8,638,53,21.77415
8,638,54,14.46471
8,638,55,12.75236
8,638,56,14.46471
8,638,57,9.016503
8,638,58,7.723562
8,640,0,10.34085
8,640,1,7.742667
8,640,2,6.402185
8,640,3,6.402185
8,640,4,7.14432
8,640,5,18.71387
8,640,6,12.42568
8,640,7,10.34085
8,640,8,9.793142
8,640,9,9.300533
8,640,10,6.878535
8,640,11,6.187923
8,640,12,5.013432
8,640,13,5.013432
8,640,14,5.013432
8,640,15,5.013432
8,640,16,5.987539
8,640,17,5.457358
8,640,18,5.013432
8,640,19,7.742667
8,640,20,12.42568
8,640,21,8.4504
8,640,22,6.878535
8,640,23,5.013432
8,640,24,5.013432
8,640,25,5.013432
8,640,26,5.013432
8,640,27,5.013432
8,640,28,5.013432
8,640,29,5.013432
8,640,30,5.013432
8,640,31,8.4504
8,640,32,23.46347
8,640,33,26.87378
8,640,34,8.4504
8,640,35,9.300533
8,640,36,10.34085
8,640,37,9.300533
8,640,38,7.742667
8,640,39,7.431469
8,640,40,7.14432
8,640,41,9.793142
8,640,42,9.300533
8,640,43,6.878535
8,640,44,6.187923
8,640,45,5.987539
8,640,46,5.987539
8,640,47,6.187923
8,640,48,6.187923
8,640,49,9.300533
8,640,50,50.13432
8,640,51,26.87378
8,640,52,47.65154
8,640,53,18.71387
8,640,54,12.42568
8,640,55,10.95345
8,640,56,12.42568
8,640,57,7.742667
8,640,58,6.631818
8,740,0,8.089458
8,740,1,6.060032
8,740,2,5.012182
8,740,3,5.012182
8,740,4,5.592374
8,740,5,14.61552
8,740,6,9.716407
8,740,7,8.089458
8,740,8,7.661818
8,740,9,7.277121
8,740,10,5.384607
8,740,11,4.844644
8,740,12,3.926016
8,740,13,3.926016
8,740,14,3.926016
8,740,15,3.926016
8,740,16,4.687943
8,740,17,4.273282
8,740,18,3.926016
8,740,19,6.060032
8,740,20,9.716407
8,740,21,6.613044
8,740,22,5.384607
8,740,23,3.926016
8,740,24,3.926016
8,740,25,3.926016
8,740,26,3.926016
8,740,27,3.926016
8,740,28,3.926016
8,740,29,3.926016
8,740,30,3.926016
8,740,31,6.613044
8,740,32,18.30794
8,740,33,20.95494
8,740,34,6.613044
8,740,35,7.277121
8,740,36,8.089458
8,740,37,7.277121
8,740,38,6.060032
8,740,39,5.816819
8,740,40,5.592374
8,740,41,7.661818
8,740,42,7.277121
8,740,43,5.384607
8,740,44,4.844644
8,740,45,4.687943
8,740,46,4.687943
8,740,47,4.844644
8,740,48,4.844644
8,740,49,7.277121
8,740,50,39.26016
8,740,51,20.95494
8,740,52,37.00621
8,740,53,14.61552
8,740,54,9.716407
8,740,55,8.567657
8,740,56,9.716407
8,740,57,6.060032
8,740,58,5.191724
9,740,0,24.90435
9,740,1,18.68676
9,740,2,15.46855
9,740,3,15.46855
9,740,4,17.25113
9,740,5,44.76266
9,740,6,29.87434
9,740,7,24.90435
9,740,8,23.59585
9,740,9,22.41799
9,740,10,16.61297
9,740,11,14.95349
9,740,12,12.12696
9,740,13,12.12696
9,740,14,12.12696
9,740,15,12.12696
9,740,16,14.47163
9,740,17,13.19595
9,740,18,12.12696
9,740,19,18.68676
9,740,20,29.87434
9,740,21,20.38303
9,740,22,16.61297
9,740,23,12.12696
9,740,24,12.12696
9,740,25,12.12696
9,740,26,12.12696
9,740,27,12.12696
9,740,28,12.12696
9,740,29,12.12696
9,740,30,12.12696
9,740,31,20.38303
9,740,32,55.90762
9,740,33,63.85715
9,740,34,20.38303
9,740,35,22.41799
9,740,36,24.90435
9,740,37,22.41799
9,740,38,18.68676
9,740,39,17.94027
9,740,40,17.25113
9,740,41,23.59585
9,740,42,22.41799
9,740,43,16.61297
9,740,44,14.95349
9,740,45,14.47163
9,740,46,14.47163
9,740,47,14.95349
9,740,48,14.95349
9,740,49,22.41799
9,740,50,121.2696
9,740,51,63.85715
9,740,52,111.3603
9,740,53,44.76266
9,740,54,29.87434
9,740,55,26.36649
9,740,56,29.87434
9,740,57,18.68676
9,740,58,16.02035
10,609,0,14.36533
10,609,1,10.78269
10,609,2,8.927328
10,609,3,8.927328
10,609,4,9.955102
10,609,5,25.79106
10,609,6,17.22728
10,609,7,14.36533
10,609,8,13.61157
10,609,9,12.93296
10,609,10,9.587188
10,609,11,8.630326
10,609,12,7.000128
10,609,13,7.000128
10,609,14,7.000128
10,609,15,7.000128
10,609,16,8.352451
10,609,17,7.61673
10,609,18,7.000128
10,609,19,10.78269
10,609,20,17.22728
10,609,21,11.76034
10,609,22,9.587188
10,609,23,7.000128
10,609,24,7.000128
10,609,25,7.000128
10,609,26,7.000128
10,609,27,7.000128
10,609,28,7.000128
10,609,29,7.000128
10,609,30,7.000128
10,609,31,11.76034
10,609,32,32.19223
10,609,33,36.75318
10,609,34,11.76034
10,609,35,12.93296
10,609,36,14.36533
10,609,37,12.93296
10,609,38,10.78269
10,609,39,10.35238
10,609,40,9.955102
10,609,41,13.61157
10,609,42,12.93296
10,609,43,9.587188
10,609,44,8.630326
10,609,45,8.352451
10,609,46,8.352451
10,609,47,8.630326
10,609,48,8.630326
10,609,49,12.93296
10,609,50,70.00127
10,609,51,36.75318
10,609,52,63.92255
10,609,53,25.79106
10,609,54,17.22728
10,609,55,15.20746
10,609,56,17.22728
10,609,57,10.78269
10,609,58,9.245499
10,736,0,7.806739
10,736,1,5.854879
10,736,2,4.845342
10,736,3,4.845342
10,736,4,5.404467
10,736,5,14.05348
10,736,6,9.368312
10,736,7,7.806739
10,736,8,7.395812
10,736,9,7.025981
10,736,10,5.204286
10,736,11,4.683819
10,736,12,3.79764
10,736,13,3.79764
10,736,14,3.79764
10,736,15,3.79764
10,736,16,4.532718
10,736,17,4.132747
10,736,18,3.79764
10,736,19,5.854879
10,736,20,9.368312
10,736,21,6.387193
10,736,22,5.204286
10,736,23,3.79764
10,736,24,3.79764
10,736,25,3.79764
10,736,26,3.79764
