,id,0000_01_01_2023,0001_02_01_2023,0002_03_01_2023,0003_04_01_2023,0004_05_01_2023,0005_06_01_2023,0006_07_01_2023,0007_08_01_2023,0008_09_01_2023,0009_10_01_2023,0010_11_01_2023,0011_12_01_2023,0012_13_01_2023,0013_14_01_2023,0014_15_01_2023,0015_16_01_2023,0016_17_01_2023,0017_18_01_2023,0018_19_01_2023,0019_20_01_2023,0020_21_01_2023,0021_22_01_2023,0022_23_01_2023,0023_24_01_2023,0024_25_01_2023,0025_26_01_2023,0026_27_01_2023,0027_28_01_2023,0028_29_01_2023,0029_30_01_2023,0030_31_01_2023,0031_01_02_2023,0032_02_02_2023,0033_03_02_2023,0034_04_02_2023,0035_05_02_2023,0036_06_02_2023,0037_07_02_2023,0038_08_02_2023,0039_09_02_2023,0040_10_02_2023,0041_11_02_2023,0042_12_02_2023,0043_13_02_2023,0044_14_02_2023,0045_15_02_2023,0046_16_02_2023,0047_17_02_2023,0048_18_02_2023,0049_19_02_2023,0050_20_02_2023,0051_21_02_2023,0052_22_02_2023,0053_23_02_2023,0054_24_02_2023,0055_25_02_2023,0056_26_02_2023,0057_27_02_2023,0058_28_02_2023,0059_01_03_2023,0060_02_03_2023,0061_03_03_2023,0062_04_03_2023,0063_05_03_2023,0064_06_03_2023,0065_07_03_2023,0066_08_03_2023,0067_09_03_2023,0068_10_03_2023,0069_11_03_2023,0070_12_03_2023,0071_13_03_2023,0072_14_03_2023,0073_15_03_2023,0074_16_03_2023,0075_17_03_2023,0076_18_03_2023,0077_19_03_2023,0078_20_03_2023,0079_21_03_2023,0080_22_03_2023,0081_23_03_2023,0082_24_03_2023,0083_25_03_2023,0084_26_03_2023,0085_27_03_2023,0086_28_03_2023,0087_29_03_2023,0088_30_03_2023,0089_31_03_2023
0,1,19.539482,18.595437,18.152256,18.152256,18.152256,17.870753,15.369889,13.365931,11.361974,10.7492,8.9108776,5.6316043,5.134698,6.3602461,6.3602461,9.6892871,9.6892871,9.6892871,18.996766,18.49986,9.4738841,8.2483359,5.134698,4.1408855,2.1532605,0.33127084,0.16563542,0.0,0.0,0.0,0.66254168,4.5048215,8.3968689,6.8400499,6.2272758,0.0,0.0,1.2255481,1.2255481,2.6664993,8.4466365,1.987625,0.49690626,0.0,0.0,0.0,0.0,0.0,1.556819,5.2334633,0.49690626,0.0,1.2255481,2.169593,1.3911835,6.7801372,10.68233,4.2894184,1.2255481,1.2255481,1.2255481,1.2255481,5.0017277,16.295104,23.514464,28.334726,36.843505,35.905648,32.510507,45.066824,48.048763,41.87917,46.661537,52.060636,47.274311,42.551857,31.65312,27.056679,22.391907,20.669453,18.996766,16.214399,14.160674,13.382264,12.935125,25.002953,20.222314,18.996766,17.274311,16.330267
1,2,19.945120000000003,18.9777615,18.579141,18.579141,18.579141,18.278457500000002,15.709719,13.640987500000001,11.572255,10.938234,9.0361709,5.66674225,5.1667356,6.4347777,6.4347777,9.83686085,9.83686085,9.83686085,19.481191000000003,18.981184,9.63753745,8.3694954,5.1667356,4.16672225,2.1666955999999997,0.33333778000000003,0.166668895,0.0,0.0,0.0,0.6666755600000001,4.63747075,8.64092045,7.03954055,6.4055195,0.0,0.0,1.2680421,1.2680421,2.7354076000000003,8.673574949999999,2.00002665,0.500006675,0.0,0.0,0.0,0.0,0.0,1.60137985,5.40550615,0.500006675,0.0,1.2680421,2.2354009,1.434711,6.93816735,11.010335999999999,4.4381473499999995,1.2680421,1.2680421,1.2680421,1.2680421,5.1374774500000004,16.6443565,23.912412500000002,28.608292499999997,37.3144955,36.3471235,32.84368,45.65128300000001,48.4451,42.209699,47.0791215,52.6512965,47.713142000000005,42.945093,32.14788,27.582563999999998,22.984634,21.2165855,19.481191000000003,16.611769,14.5103825,13.7096925,13.242340500000001,25.481178,20.749232999999997,19.481191000000003,17.713141999999998,16.745783
2,3,19.945120000000003,18.9777615,18.579141,18.579141,18.579141,18.278457500000002,15.709719,13.640987500000001,11.572255,10.938234,9.0361709,5.66674225,5.1667356,6.4347777,6.4347777,9.83686085,9.83686085,9.83686085,19.481191000000003,18.981184,9.63753745,8.3694954,5.1667356,4.16672225,2.1666955999999997,0.33333778000000003,0.166668895,0.0,0.0,0.0,0.6666755600000001,4.63747075,8.64092045,7.03954055,6.4055195,0.0,0.0,1.2680421,1.2680421,2.7354076000000003,8.673574949999999,2.00002665,0.500006675,0.0,0.0,0.0,0.0,0.0,1.60137985,5.40550615,0.500006675,0.0,1.2680421,2.2354009,1.434711,6.93816735,11.010335999999999,4.4381473499999995,1.2680421,1.2680421,1.2680421,1.2680421,5.1374774500000004,16.6443565,23.912412500000002,28.608292499999997,37.3144955,36.3471235,32.84368,45.65128300000001,48.4451,42.209699,47.0791215,52.6512965,47.713142000000005,42.945093,32.14788,27.582563999999998,22.984634,21.2165855,19.481191000000003,16.611769,14.5103825,13.7096925,13.242340500000001,25.481178,20.749232999999997,19.481191000000003,17.713141999999998,16.745783
3,4,20.608494,19.597783,19.302223,19.302223,19.302223,18.925475,16.210324,13.970645,11.730966,11.037237,8.956048,5.3886775,4.9132059,6.3006649,6.3006649,9.808268,9.808268,9.808268,20.432469,19.956997,9.709545,8.322086,4.9132059,3.9622628,2.0603767,0.31698103,0.15849051,0.0,0.0,0.0,0.63396205,4.9548296,9.2159297,7.5114896,6.8177601,0.0,0.0,1.387459,1.387459,2.8736411,9.1561622,1.9018862,0.47547154,0.0,0.0,0.0,0.0,0.0,1.70444,5.866817,0.47547154,0.0,1.387459,2.3981695,1.5459495,7.2825211,11.832357,4.8561065,1.387459,1.387459,1.387459,1.387459,5.4303011,17.526087,24.864489,29.177583,38.372092,37.410438,33.62481,46.950173,49.182079,42.783909,47.875808,53.901116,48.569538,43.706607,33.017374,28.661437,24.218097,22.355167,20.432469,17.34057,15.160658,14.308438,13.773199,26.481525,21.819928,20.432469,18.569538,17.558827
4,5,20.608494,19.597783,19.302223,19.302223,19.302223,18.925475,16.210324,13.970645,11.730966,11.037237,8.956048,5.3886775,4.9132059,6.3006649,6.3006649,9.808268,9.808268,9.808268,20.432469,19.956997,9.709545,8.322086,4.9132059,3.9622628,2.0603767,0.31698103,0.15849051,0.0,0.0,0.0,0.63396205,4.9548296,9.2159297,7.5114896,6.8177601,0.0,0.0,1.387459,1.387459,2.8736411,9.1561622,1.9018862,0.47547154,0.0,0.0,0.0,0.0,0.0,1.70444,5.866817,0.47547154,0.0,1.387459,2.3981695,1.5459495,7.2825211,11.832357,4.8561065,1.387459,1.387459,1.387459,1.387459,5.4303011,17.526087,24.864489,29.177583,38.372092,37.410438,33.62481,46.950173,49.182079,42.783909,47.875808,53.901116,48.569538,43.706607,33.017374,28.661437,24.218097,22.355167,20.432469,17.34057,15.160658,14.308438,13.773199,26.481525,21.819928,20.432469,18.569538,17.558827
5,6,19.910878,18.945403,18.543504,18.543504,18.543504,18.243725,15.68015,13.615846,11.551541,10.918915,9.0210343,5.6584083,5.159137,6.4243906,6.4243906,9.8200849,9.8200849,9.8200849,19.442842,18.943571,9.6205928,8.3553392,5.159137,4.1605943,2.1635091,0.33284755,0.16642377,0.0,0.0,0.0,0.6656951,4.6278796,8.6231324,7.0250312,6.3924045,0.0,0.0,1.2652536,1.2652536,2.7299992,8.6562007,1.9970853,0.49927132,0.0,0.0,0.0,0.0,0.0,1.5981011,5.3938618,0.49927132,0.0,1.2652536,2.2307279,1.4316773,6.9262015,10.987216,4.4283875,1.2652536,1.2652536,1.2652536,1.2652536,5.1271509,16.619843,23.883639,28.587149,37.279333,36.315316,32.819335,45.607433,48.413064,42.182336,47.04569,52.605976,47.678317,42.913792,32.10708,27.541672,22.938824,21.174299,19.442842,16.579487,14.482115,13.683064,13.216861,25.444299,20.708096,19.442842,17.678317,16.712843
6,7,19.910878,18.945403,18.543504,18.543504,18.543504,18.243725,15.68015,13.615846,11.551541,10.918915,9.0210343,5.6584083,5.159137,6.4243906,6.4243906,9.8200849,9.8200849,9.8200849,19.442842,18.943571,9.6205928,8.3553392,5.159137,4.1605943,2.1635091,0.33284755,0.16642377,0.0,0.0,0.0,0.6656951,4.6278796,8.6231324,7.0250312,6.3924045,0.0,0.0,1.2652536,1.2652536,2.7299992,8.6562007,1.9970853,0.49927132,0.0,0.0,0.0,0.0,0.0,1.5981011,5.3938618,0.49927132,0.0,1.2652536,2.2307279,1.4316773,6.9262015,10.987216,4.4283875,1.2652536,1.2652536,1.2652536,1.2652536,5.1271509,16.619843,23.883639,28.587149,37.279333,36.315316,32.819335,45.607433,48.413064,42.182336,47.04569,52.605976,47.678317,42.913792,32.10708,27.541672,22.938824,21.174299,19.442842,16.579487,14.482115,13.683064,13.216861,25.444299,20.708096,19.442842,17.678317,16.712843
7,8,19.918976,18.953120499999997,18.551623499999998,18.551623499999998,18.551623499999998,18.252183000000002,15.6878245,13.623277,11.5587285,10.926081,9.0281366,5.66452595,5.16471485,6.43001095,6.43001095,9.82738835,9.82738835,9.82738835,19.4499455,18.950134499999997,9.627017850000001,8.3617218,5.16471485,4.1650925999999995,2.1658482,0.33320741,0.166603705,0.0,0.0,0.0,0.66641482,4.6289067500000005,8.6251654,7.026661900000001,6.394013899999999,0.0,0.0,1.2652961,1.2652961,2.7309626,8.658932199999999,1.99924445,0.499811115,0.0,0.0,0.0,0.0,0.0,1.59850345,5.394391649999999,0.499811115,0.0,1.2652961,2.2311515,1.43189975,6.9279696,10.989154,4.4285362500000005,1.2652961,1.2652961,1.2652961,1.2652961,5.12871785,16.621802,23.8867205,28.590643,37.2840975,36.31862,32.8221725,45.6135635,48.4195425,42.188390999999996,47.0521905,52.613186,47.6848385,42.919731,32.115983,27.548637999999997,22.9463935,21.1812865,19.4499455,16.586146,14.4878315,13.6885795,13.2225355,25.4503235,20.715242,19.4499455,17.684838499999998,16.718983
8,9,19.908739500000003,18.943638999999997,18.5400545,18.5400545,18.5400545,18.242524,15.681008,13.6201695,11.5593305,10.9280155,9.03406895,5.6743447499999995,5.1736673,6.43629815,6.43629815,9.83227685,9.83227685,9.83227685,19.432646,18.9319685,9.629129800000001,8.36649895,5.1736673,4.17231235,2.16960245,0.333784985,0.166892495,0.0,0.0,0.0,0.667569975,4.622355000000001,8.613394549999999,7.01697875,6.385663299999999,0.0,0.0,1.2626308499999999,1.2626308499999999,2.7284087,8.64964915,2.0027099,0.50067748,0.0,0.0,0.0,0.0,0.0,1.5964158,5.3843083499999995,0.50067748,0.0,1.2626308499999999,2.22773125,1.42952335,6.9212404,10.971764,4.41920795,1.2626308499999999,1.2626308499999999,1.2626308499999999,1.2626308499999999,5.1230325,16.603079,23.867065,28.57985,37.2630435,36.2965885,32.806225999999995,45.5878685,48.406707,42.1789755,47.0380225,52.5892235,47.669337999999996,42.906029,32.101571,27.5283845,22.923008000000003,21.1597,19.432646,16.5735995,14.476506,13.678298000000002,13.2138755,25.4312915,20.695276999999997,19.432646,17.669338,16.704237
9,10,19.908739500000003,18.943638999999997,18.5400545,18.5400545,18.5400545,18.242524,15.681008,13.6201695,11.5593305,10.9280155,9.03406895,5.6743447499999995,5.1736673,6.43629815,6.43629815,9.83227685,9.83227685,9.83227685,19.432646,18.9319685,9.629129800000001,8.36649895,5.1736673,4.17231235,2.16960245,0.333784985,0.166892495,0.0,0.0,0.0,0.667569975,4.622355000000001,8.613394549999999,7.01697875,6.385663299999999,0.0,0.0,1.2626308499999999,1.2626308499999999,2.7284087,8.64964915,2.0027099,0.50067748,0.0,0.0,0.0,0.0,0.0,1.5964158,5.3843083499999995,0.50067748,0.0,1.2626308499999999,2.22773125,1.42952335,6.9212404,10.971764,4.41920795,1.2626308499999999,1.2626308499999999,1.2626308499999999,1.2626308499999999,5.1230325,16.603079,23.867065,28.57985,37.2630435,36.2965885,32.806225999999995,45.5878685,48.406707,42.1789755,47.0380225,52.5892235,47.669337999999996,42.906029,32.101571,27.5283845,22.923008000000003,21.1597,19.432646,16.5735995,14.476506,13.678298000000002,13.2138755,25.4312915,20.695276999999997,19.432646,17.669338,16.704237
