i,j,t,r
4,458,32,21.29454
4,458,33,24.52865
4,458,34,7.482528
4,458,35,8.246661
4,458,36,9.184615
4,458,37,8.246661
4,458,38,6.847995
4,458,39,6.569445
4,458,40,6.312669
4,458,41,8.690403
4,458,42,8.246661
4,458,43,6.075211
4,458,44,5.459155
4,458,45,5.28066
4,458,46,5.28066
4,458,47,5.459155
4,458,48,5.459155
4,458,49,8.246661
4,458,50,44.14608
4,458,51,24.52865
4,458,52,44.14608
4,458,53,16.85094
4,458,54,11.07389
4,458,55,9.738426
4,458,56,11.07389
4,458,57,6.847995
4,458,58,5.85497
5,23,0,2.132996
5,23,1,1.594907
5,23,2,1.317861
5,23,3,1.317861
5,23,4,1.471195
5,23,5,3.877043
5,23,6,2.565824
5,23,7,2.132996
5,23,8,2.019443
5,23,9,1.917369
5,23,10,1.416267
5,23,11,1.273614
5,23,12,1.031246
5,23,13,1.031246
5,23,14,1.031246
5,23,15,1.031246
5,23,16,1.232241
5,23,17,1.122819
5,23,18,1.031246
5,23,19,1.594907
5,23,20,2.565824
5,23,21,1.741336
5,23,22,1.416267
5,23,23,1.031246
5,23,24,1.031246
5,23,25,1.031246
5,23,26,1.031246
5,23,27,1.031246
5,23,28,1.031246
5,23,29,1.031246
5,23,30,1.031246
5,23,31,1.741336
5,23,32,4.873183
5,23,33,5.591505
5,23,34,1.741336
5,23,35,1.917369
5,23,36,2.132996
5,23,37,1.917369
5,23,38,1.594907
5,23,39,1.530555
5,23,40,1.471195
5,23,41,2.019443
5,23,42,1.917369
5,23,43,1.416267
5,23,44,1.273614
5,23,45,1.232241
5,23,46,1.232241
5,23,47,1.273614
5,23,48,1.273614
5,23,49,1.917369
5,23,50,13.62491
5,23,51,5.591505
5,23,52,10.02437
5,23,53,3.877043
5,23,54,2.565824
5,23,55,2.26008
5,23,56,2.565824
5,23,57,1.594907
5,23,58,1.365293
5,408,0,27.18903
5,408,1,20.31567
5,408,2,16.78058
5,408,3,16.78058
5,408,4,18.73679
5,408,5,49.53397
5,408,6,32.7249
5,408,7,27.18903
5,408,8,25.73773
5,408,9,24.43352
5,408,10,18.03594
5,408,11,16.21623
5,408,12,13.1261
5,408,13,13.1261
5,408,14,13.1261
5,408,15,13.1261
5,408,16,15.6886
5,408,17,14.29341
5,408,18,13.1261
5,408,19,20.31567
5,408,20,32.7249
5,408,21,22.18513
5,408,22,18.03594
5,408,23,13.1261
5,408,24,13.1261
5,408,25,13.1261
5,408,26,13.1261
5,408,27,13.1261
5,408,28,13.1261
5,408,29,13.1261
5,408,30,13.1261
5,408,31,22.18513
5,408,32,62.3429
5,408,33,71.60043
5,408,34,22.18513
5,408,35,24.43352
5,408,36,27.18903
5,408,37,24.43352
5,408,38,20.31567
5,408,39,19.49432
5,408,40,18.73679
5,408,41,25.73773
5,408,42,24.43352
5,408,43,18.03594
5,408,44,16.21623
5,408,45,15.6886
5,408,46,15.6886
5,408,47,16.21623
5,408,48,16.21623
5,408,49,24.43352
5,408,50,131.261
5,408,51,71.60043
5,408,52,129.1217
5,408,53,49.53397
5,408,54,32.7249
5,408,55,28.81378
5,408,56,32.7249
5,408,57,20.31567
5,408,58,17.38563
5,483,0,6.061245
5,483,1,4.533721
5,483,2,3.746838
5,483,3,3.746838
5,483,4,4.18238
5,483,5,11.0051
5,483,6,7.289202
5,483,7,6.061245
5,483,8,5.738977
5,483,9,5.449249
5,483,10,4.026369
5,483,11,3.62114
5,483,12,2.932488
5,483,13,2.932488
5,483,14,2.932488
5,483,15,2.932488
5,483,16,3.503601
5,483,17,3.192705
5,483,18,2.932488
5,483,19,4.533721
5,483,20,7.289202
5,483,21,4.949504
5,483,22,4.026369
5,483,23,2.932488
5,483,24,2.932488
5,483,25,2.932488
5,483,26,2.932488
5,483,27,2.932488
5,483,28,2.932488
5,483,29,2.932488
5,483,30,2.932488
5,483,31,4.949504
5,483,32,13.82399
5,483,33,15.85451
5,483,34,4.949504
5,483,35,5.449249
5,483,36,6.061245
5,483,37,5.449249
5,483,38,4.533721
5,483,39,4.350969
5,483,40,4.18238
5,483,41,5.738977
5,483,42,5.449249
5,483,43,4.026369
5,483,44,3.62114
5,483,45,3.503601
5,483,46,3.503601
5,483,47,3.62114
5,483,48,3.62114
5,483,49,5.449249
5,483,50,29.32488
5,483,51,15.85451
5,483,52,28.34454
5,483,53,11.0051
5,483,54,7.289202
5,483,55,6.421859
5,483,56,7.289202
5,483,57,4.533721
5,483,58,3.881577
6,63,0,4.485628
6,63,1,3.355178
6,63,2,2.772844
6,63,3,2.772844
6,63,4,3.095168
6,63,5,8.144376
6,63,6,5.394386
6,63,7,4.485628
6,63,8,4.247133
6,63,9,4.032718
6,63,10,2.979711
6,63,11,2.679821
6,63,12,2.170183
6,63,13,2.170183
6,63,14,2.170183
6,63,15,2.170183
6,63,16,2.592836
6,63,17,2.362757
6,63,18,2.170183
6,63,19,3.355178
6,63,20,5.394386
6,63,21,3.66288
6,63,22,2.979711
6,63,23,2.170183
6,63,24,2.170183
6,63,25,2.170183
6,63,26,2.170183
6,63,27,2.170183
6,63,28,2.170183
6,63,29,2.170183
6,63,30,2.170183
6,63,31,3.66288
6,63,32,10.23053
6,63,33,11.73326
6,63,34,3.66288
6,63,35,4.032718
6,63,36,4.485628
6,63,37,4.032718
6,63,38,3.355178
6,63,39,3.219933
6,63,40,3.095168
6,63,41,4.247133
6,63,42,4.032718
6,63,43,2.979711
6,63,44,2.679821
6,63,45,2.592836
6,63,46,2.592836
6,63,47,2.679821
6,63,48,2.679821
6,63,49,4.032718
6,63,50,28.44724
6,63,51,11.73326
6,63,52,20.97687
6,63,53,8.144376
6,63,54,5.394386
6,63,55,4.752503
6,63,56,5.394386
6,63,57,3.355178
6,63,58,2.872558
7,54,0,1.754851
7,54,1,1.313898
7,54,2,1.086407
7,54,3,1.086407
7,54,4,1.212352
7,54,5,3.176063
7,54,6,2.108698
7,54,7,1.754851
7,54,8,1.661894
7,54,9,1.578289
7,54,10,1.167247
7,54,11,1.050046
7,54,12,0.8507314
7,54,13,0.8507314
7,54,14,0.8507314
7,54,15,0.8507314
7,54,16,1.016039
7,54,17,0.9260661
7,54,18,0.8507314
7,54,19,1.313898
7,54,20,2.108698
7,54,21,1.434009
7,54,22,1.167247
7,54,23,0.8507314
7,54,24,0.8507314
7,54,25,0.8507314
7,54,26,0.8507314
7,54,27,0.8507314
7,54,28,0.8507314
7,54,29,0.8507314
7,54,30,0.8507314
7,54,31,1.434009
7,54,32,3.98237
7,54,33,4.561367
7,54,34,1.434009
7,54,35,1.578289
7,54,36,1.754851
7,54,37,1.578289
7,54,38,1.313898
7,54,39,1.261084
7,54,40,1.212352
7,54,41,1.661894
7,54,42,1.578289
7,54,43,1.167247
7,54,44,1.050046
7,54,45,1.016039
7,54,46,1.016039
7,54,47,1.050046
7,54,48,1.050046
7,54,49,1.578289
7,54,50,10.90089
7,54,51,4.561367
7,54,52,8.089969
7,54,53,3.176063
7,54,54,2.108698
7,54,55,1.858823
7,54,56,2.108698
7,54,57,1.313898
7,54,58,1.125377
7,258,0,12.03972
7,258,1,9.016503
7,258,2,7.45626
7,258,3,7.45626
7,258,4,8.320101
7,258,5,21.77415
7,258,6,14.46471
7,258,7,12.03972
7,258,8,11.40251
7,258,9,10.82936
7,258,10,8.010741
7,258,11,7.206841
7,258,12,5.839488
7,258,13,5.839488
7,258,14,5.839488
7,258,15,5.839488
7,258,16,6.973569
7,258,17,6.35634
7,258,18,5.839488
7,258,19,9.016503
7,258,20,14.46471
7,258,21,9.840134
7,258,22,8.010741
7,258,23,5.839488
7,258,24,5.839488
7,258,25,5.839488
7,258,26,5.839488
7,258,27,5.839488
7,258,28,5.839488
7,258,29,5.839488
7,258,30,5.839488
7,258,31,9.840134
7,258,32,27.2904
7,258,33,31.24866
7,258,34,9.840134
7,258,35,10.82936
7,258,36,12.03972
7,258,37,10.82936
7,258,38,9.016503
7,258,39,8.654316
7,258,40,8.320101
7,258,41,11.40251
7,258,42,10.82936
7,258,43,8.010741
7,258,44,7.206841
7,258,45,6.973569
7,258,46,6.973569
7,258,47,7.206841
7,258,48,7.206841
7,258,49,10.82936
7,258,50,58.39487
7,258,51,31.24866
7,258,52,55.31978
7,258,53,21.77415
7,258,54,14.46471
7,258,55,12.75236
7,258,56,14.46471
7,258,57,9.016503
7,258,58,7.723562
7,260,0,10.34085
7,260,1,7.742667
7,260,2,6.402185
7,260,3,6.402185
7,260,4,7.14432
7,260,5,18.71387
7,260,6,12.42568
7,260,7,10.34085
7,260,8,9.793142
7,260,9,9.300533
7,260,10,6.878535
7,260,11,6.187923
7,260,12,5.013432
7,260,13,5.013432
7,260,14,5.013432
7,260,15,5.013432
7,260,16,5.987539
7,260,17,5.457358
7,260,18,5.013432
7,260,19,7.742667
7,260,20,12.42568
7,260,21,8.4504
7,260,22,6.878535
7,260,23,5.013432
7,260,24,5.013432
7,260,25,5.013432
7,260,26,5.013432
7,260,27,5.013432
7,260,28,5.013432
7,260,29,5.013432
7,260,30,5.013432
7,260,31,8.4504
7,260,32,23.46347
7,260,33,26.87378
7,260,34,8.4504
7,260,35,9.300533
7,260,36,10.34085
7,260,37,9.300533
7,260,38,7.742667
7,260,39,7.431469
7,260,40,7.14432
7,260,41,9.793142
7,260,42,9.300533
7,260,43,6.878535
7,260,44,6.187923
7,260,45,5.987539
7,260,46,5.987539
7,260,47,6.187923
7,260,48,6.187923
7,260,49,9.300533
7,260,50,50.13432
7,260,51,26.87378
7,260,52,47.65154
7,260,53,18.71387
7,260,54,12.42568
7,260,55,10.95345
7,260,56,12.42568
7,260,57,7.742667
7,260,58,6.631818
7,360,0,8.089458
7,360,1,6.060032
7,360,2,5.012182
7,360,3,5.012182
7,360,4,5.592374
7,360,5,14.61552
7,360,6,9.716407
7,360,7,8.089458
7,360,8,7.661818
7,360,9,7.277121
7,360,10,5.384607
7,360,11,4.844644
7,360,12,3.926016
7,360,13,3.926016
7,360,14,3.926016
7,360,15,3.926016
7,360,16,4.687943
7,360,17,4.273282
7,360,18,3.926016
7,360,19,6.060032
7,360,20,9.716407
7,360,21,6.613044
7,360,22,5.384607
7,360,23,3.926016
7,360,24,3.926016
7,360,25,3.926016
7,360,26,3.926016
7,360,27,3.926016
7,360,28,3.926016
7,360,29,3.926016
7,360,30,3.926016
7,360,31,6.613044
7,360,32,18.30794
7,360,33,20.95494
7,360,34,6.613044
7,360,35,7.277121
7,360,36,8.089458
7,360,37,7.277121
7,360,38,6.060032
7,360,39,5.816819
7,360,40,5.592374
7,360,41,7.661818
7,360,42,7.277121
7,360,43,5.384607
7,360,44,4.844644
7,360,45,4.687943
7,360,46,4.687943
7,360,47,4.844644
7,360,48,4.844644
7,360,49,7.277121
7,360,50,39.26016
7,360,51,20.95494
7,360,52,37.00621
7,360,53,14.61552
7,360,54,9.716407
7,360,55,8.567657
7,360,56,9.716407
7,360,57,6.060032
7,360,58,5.191724
8,360,0,24.90435
8,360,1,18.68676
8,360,2,15.46855
8,360,3,15.46855
8,360,4,17.25113
8,360,5,44.76266
8,360,6,29.87434
8,360,7,24.90435
8,360,8,23.59585
8,360,9,22.41799
8,360,10,16.61297
8,360,11,14.95349
8,360,12,12.12696
8,360,13,12.12696
8,360,14,12.12696
8,360,15,12.12696
8,360,16,14.47163
8,360,17,13.19595
8,360,18,12.12696
8,360,19,18.68676
8,360,20,29.87434
8,360,21,20.38303
8,360,22,16.61297
8,360,23,12.12696
8,360,24,12.12696
8,360,25,12.12696
8,360,26,12.12696
8,360,27,12.12696
8,360,28,12.12696
8,360,29,12.12696
8,360,30,12.12696
8,360,31,20.38303
8,360,32,55.90762
8,360,33,63.85715
8,360,34,20.38303
8,360,35,22.41799
8,360,36,24.90435
8,360,37,22.41799
8,360,38,18.68676
8,360,39,17.94027
8,360,40,17.25113
8,360,41,23.59585
8,360,42,22.41799
8,360,43,16.61297
8,360,44,14.95349
8,360,45,14.47163
8,360,46,14.47163
8,360,47,14.95349
8,360,48,14.95349
8,360,49,22.41799
8,360,50,121.2696
8,360,51,63.85715
8,360,52,111.3603
8,360,53,44.76266
8,360,54,29.87434
8,360,55,26.36649
8,360,56,29.87434
8,360,57,18.68676
8,360,58,16.02035
9,229,0,14.36533
9,229,1,10.78269
9,229,2,8.927328
9,229,3,8.927328
9,229,4,9.955102
9,229,5,25.79106
9,229,6,17.22728
9,229,7,14.36533
9,229,8,13.61157
9,229,9,12.93296
9,229,10,9.587188
9,229,11,8.630326
9,229,12,7.000128
9,229,13,7.000128
9,229,14,7.000128
9,229,15,7.000128
9,229,16,8.352451
9,229,17,7.61673
9,229,18,7.000128
9,229,19,10.78269
9,229,20,17.22728
9,229,21,11.76034
9,229,22,9.587188
9,229,23,7.000128
9,229,24,7.000128
9,229,25,7.000128
9,229,26,7.000128
9,229,27,7.000128
9,229,28,7.000128
9,229,29,7.000128
9,229,30,7.000128
9,229,31,11.76034
9,229,32,32.19223
9,229,33,36.75318
9,229,34,11.76034
9,229,35,12.93296
9,229,36,14.36533
9,229,37,12.93296
9,229,38,10.78269
9,229,39,10.35238
9,229,40,9.955102
9,229,41,13.61157
9,229,42,12.93296
9,229,43,9.587188
9,229,44,8.630326
9,229,45,8.352451
9,229,46,8.352451
9,229,47,8.630326
9,229,48,8.630326
9,229,49,12.93296
9,229,50,70.00127
9,229,51,36.75318
9,229,52,63.92255
9,229,53,25.79106
9,229,54,17.22728
9,229,55,15.20746
9,229,56,17.22728
9,229,57,10.78269
9,229,58,9.245499
9,356,0,7.806739
9,356,1,5.854879
9,356,2,4.845342
9,356,3,4.845342
9,356,4,5.404467
9,356,5,14.05348
9,356,6,9.368312
9,356,7,7.806739
9,356,8,7.395812
9,356,9,7.025981
9,356,10,5.204286
9,356,11,4.683819
9,356,12,3.79764
9,356,13,3.79764
9,356,14,3.79764
9,356,15,3.79764
9,356,16,4.532718
9,356,17,4.132747
9,356,18,3.79764
9,356,19,5.854879
9,356,20,9.368312
9,356,21,6.387193
9,356,22,5.204286
9,356,23,3.79764
9,356,24,3.79764
9,356,25,3.79764
9,356,26,3.79764
9,356,27,3.79764
9,356,28,3.79764
9,356,29,3.79764
9,356,30,3.79764
9,356,31,6.387193
9,356,32,17.56779
9,356,33,20.07825
9,356,34,6.387193
9,356,35,7.025981
9,356,36,7.806739
9,356,37,7.025981
9,356,38,5.854879
9,356,39,5.620664
9,356,40,5.404467
9,356,41,7.395812
9,356,42,7.025981
9,356,43,5.204286
9,356,44,4.683819
9,356,45,4.532718
9,356,46,4.532718
9,356,47,4.683819
9,356,48,4.683819
9,356,49,7.025981
9,356,50,37.9764
9,356,51,20.07825
9,356,52,35.14504
9,356,53,14.05348
9,356,54,9.368312
9,356,55,8.266018
9,356,56,9.368312
9,356,57,5.854879
9,356,58,5.018404
10,482,0,23.56651
10,482,1,17.64591
10,482,2,14.59114
10,482,3,14.59114
10,482,4,16.28237
10,482,5,42.64374
10,482,6,28.317
10,482,7,23.56651
10,482,8,22.31845
10,482,9,21.19594
10,482,10,15.67669
10,482,11,14.10286
10,482,12,11.42626
10,482,13,11.42626
10,482,14,11.42626
10,482,15,11.42626
10,482,16,13.6462
10,482,17,12.43795
10,482,18,11.42626
10,482,19,17.64591
10,482,20,28.317
10,482,21,19.25869
10,482,22,15.67669
10,482,23,11.42626
10,482,24,11.42626
10,482,25,11.42626
10,482,26,11.42626
