stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,stop_timezone,platform_code,vehicle_type
NSR:StopPlace:41025,,Nytun,,62.460846,6.154053,,,1,,2,,,700
NSR:StopPlace:41022,,Nystøyl Trevare,,62.18731,5.45952,,,1,,2,,,700
NSR:StopPlace:41020,,Brekke,,62.18332,6.166108,,,1,,2,,,700
NSR:StopPlace:41021,,Skjong nordre,,62.50393,6.107596,,,1,,2,,,700
NSR:StopPlace:34737,,Langeset,,61.906216,6.601527,,,1,,2,,,700
NSR:StopPlace:41028,,Nyveien Tomrefjord,,62.611145,6.946717,,,1,,2,,,700
NSR:StopPlace:41027,,Skjongholmen,,62.50729,6.087252,,,1,,2,,,700
NSR:StopPlace:41035,,Skjærahøgda,,63.08664,7.800204,,,1,,2,,,700
NSR:StopPlace:41036,,Brekken,,62.573143,7.824059,,,1,,2,,,700
NSR:StopPlace:41033,,Brekke nedre,,62.186462,6.154136,,,1,,2,,,700
NSR:StopPlace:41034,,Nørvasund,,62.471024,6.238663,,,1,,2,,,700
NSR:StopPlace:42360,,Hallguttu,,63.243702,9.77093,,,1,,2,,,700
NSR:StopPlace:34745,,Langesethøgda,,61.899536,6.612494,,,1,,2,,,700
NSR:StopPlace:41039,,Nørvegata vest,,62.471127,6.206349,,,1,,2,,,700
NSR:StopPlace:41046,,Skjærnæset,,63.080482,7.595429,,,1,,2,,,700
NSR:StopPlace:41044,,Bremsnes rundkjøring,,63.084385,7.661957,,,1,,2,,,700
NSR:StopPlace:42375,,Lønset,,62.582706,9.337155,,,1,,2,,,700
NSR:StopPlace:41040,,Brekkskiftet,,62.871983,7.892473,,,1,,2,,,700
NSR:StopPlace:41041,,Skjæret,,62.88335,6.971341,,,1,,2,,,700
NSR:StopPlace:34754,,Vegtun,,61.89341,6.611522,,,1,,2,,,700
NSR:StopPlace:41057,,Or,,63.03731,7.826875,,,1,,2,,,700
NSR:StopPlace:41058,,Brenskag,,63.439785,7.964469,,,1,,2,,,700
NSR:StopPlace:41056,,Brendehaug,,62.509148,6.426677,,,1,,2,,,700
NSR:StopPlace:41053,,Skjærså,,62.76844,7.428784,,,1,,2,,,700
NSR:StopPlace:41054,,Nåsbru,,62.894608,7.397235,,,1,,2,,,700
NSR:StopPlace:41051,,Brandsæter nord,,62.892105,7.372675,,,1,,2,,,700
NSR:StopPlace:41052,,Bremsnes,,63.082108,7.660754,,,1,,2,,,700
NSR:StopPlace:41050,,Bremsnes kirke,,63.08659,7.653576,,,1,,2,,,700
NSR:StopPlace:34763,,Svarstad kryss,,61.89172,6.638132,,,1,,2,,,700
NSR:StopPlace:34769,,Grønevik,,61.89929,6.698499,,,1,,2,,,700
NSR:StopPlace:41067,,Skjørsætra,,62.79009,7.863841,,,1,,2,,,700
NSR:StopPlace:41064,,Olav Oksviks veg,,62.754124,7.218922,,,1,,2,,,700
NSR:StopPlace:41062,,Olastua,,62.99675,7.475067,,,1,,2,,,700
NSR:StopPlace:41063,,Brevik,,62.58467,7.730844,,,1,,2,,,700
NSR:StopPlace:41060,,Skjølberg,,63.347343,7.99575,,,1,,2,,,700
NSR:StopPlace:58740,,Aukra ferjekai,,62.78057,6.91736,,,1,,2,,,1000
NSR:StopPlace:41061,,Brenslene,,62.15189,6.09328,,,1,,2,,,700
NSR:StopPlace:58742,,Småge ferjekai,,62.80656,6.76741,,,1,,2,,,1000
NSR:StopPlace:34771,,Vinsrygg kryss,,61.887997,6.658641,,,1,,2,,,700
NSR:StopPlace:58744,,Finnøya ferjekai,,62.804176,6.509003,,,1,,2,,,1000
NSR:StopPlace:37800,,Røyset,,62.34871,7.092037,,,1,,2,,,700
NSR:StopPlace:58746,,Valderøya hurtigbåtkai,,62.49582,6.129025,,,1,,2,,,1000
NSR:StopPlace:37805,,Holen,,62.823055,7.237565,,,1,,2,,,700
NSR:StopPlace:58749,,Sølsnes ferjekai,,62.684788,7.464652,,,1,,2,,,1000
NSR:StopPlace:37803,,Ålesund rådhus,,62.470783,6.154583,,,1,,2,,,700
NSR:StopPlace:34779,,Heststoda,,61.89028,6.687919,,,1,,2,,,700
NSR:StopPlace:37809,,Råket,,63.420822,7.827343,,,1,,2,,,700
NSR:StopPlace:37808,,Hollingen,,62.776127,6.991927,,,1,,2,,,700
NSR:StopPlace:37807,,Vatne rv. 655,,62.14575,6.25359,,,1,,2,,,700
NSR:StopPlace:41077,,Bruaset,,62.52005,7.394717,,,1,,2,,,700
NSR:StopPlace:41078,,Olsviktoppen,,62.46073,6.14516,,,1,,2,,,700
NSR:StopPlace:41075,,Olsvikskaret,,62.460094,6.1491,,,1,,2,,,700
NSR:StopPlace:41073,,Brokstad,,62.750114,7.433915,,,1,,2,,,700
NSR:StopPlace:41074,,Skodje gamle skule,,62.502502,6.701218,,,1,,2,,,700
NSR:StopPlace:41071,,Broa i Breivika,,62.470592,6.324718,,,1,,2,,,700
NSR:StopPlace:41072,,Olsvika,,62.476532,6.374108,,,1,,2,,,700
NSR:StopPlace:58731,,Glamox sør,,62.73802,7.18996,,,1,,2,,,700
NSR:StopPlace:41070,,Olderbakken,,63.313847,8.625218,,,1,,2,,,700
NSR:StopPlace:58734,,Voldnes snuplass,,62.213917,5.788858,,,1,,2,,,700
NSR:StopPlace:37811,,Råkhaugvegen,,62.752354,7.239626,,,1,,2,,,700
NSR:StopPlace:34785,,Lunde,,61.88757,6.676333,,,1,,2,,,700
NSR:StopPlace:58736,,Mordalsvågen ferjekai,,62.728825,6.985988,,,1,,2,,,1000
NSR:StopPlace:37816,,Vatne barneskule,,62.55758,6.626758,,,1,,2,,,700
NSR:StopPlace:58738,,Solholmen ferjekai,,62.71937,6.93761,,,1,,2,,,1000
NSR:StopPlace:37815,,Hollingsholm,,62.779545,6.986901,,,1,,2,,,700
NSR:StopPlace:34789,,Stryn rutebilstasjon,,61.902706,6.7136,,,1,,2,,,700
NSR:StopPlace:37814,,Rånes,,62.94214,7.518122,,,1,,2,,,700
NSR:StopPlace:37818,,Vatne sjukeheim,,62.55602,6.609172,,,1,,2,,,700
NSR:StopPlace:41088,,Skodje rådhus,,62.50508,6.686685,,,1,,2,,,700
NSR:StopPlace:41089,,Juulenga,,63.10729,7.760777,,,1,,2,,,700
NSR:StopPlace:41086,,Dalvikveien,,63.107807,7.767057,,,1,,2,,,700
NSR:StopPlace:41087,,Bruhagen,,63.053223,7.633576,,,1,,2,,,700
NSR:StopPlace:41084,,Omagata,,63.106667,7.756552,,,1,,2,,,700
NSR:StopPlace:41085,,Brudevoll,,62.089695,5.783471,,,1,,2,,,700
NSR:StopPlace:58760,,Åram ferjekai,,62.19834,5.49581,,,1,,2,,,1000
NSR:StopPlace:37820,,Hollingsholmen ferjekai,,62.777084,6.974314,,,1,,2,,,700
NSR:StopPlace:41082,,Brudevik,,62.110455,5.436011,,,1,,2,,,700
NSR:StopPlace:58762,,Voksa ferjekai,,62.215218,5.474881,,,1,,2,,,1000
NSR:StopPlace:41080,,Olsvollen,,62.476532,6.37762,,,1,,2,,,700
NSR:StopPlace:58764,,Sæbø ferjekai,,62.21102,6.47599,,,1,,2,,,1000
NSR:StopPlace:41081,,Skodje kyrkje,,62.505962,6.698174,,,1,,2,,,700
NSR:StopPlace:37824,,Saghøgda,,62.895405,8.200194,,,1,,2,,,700
NSR:StopPlace:70400,,Edøy ferjekai,,63.286438,8.136388,,,1,,2,,,700
NSR:StopPlace:37823,,Holm,,62.67745,7.560319,,,1,,2,,,700
NSR:StopPlace:37822,,Vatne ungdomsskule,,62.547714,6.597827,,,1,,2,,,700
NSR:StopPlace:58768,,Dryna ferjekai,,62.639725,6.52317,,,1,,2,,,1000
NSR:StopPlace:37828,,Vatsellenskiftet,,63.05698,8.014784,,,1,,2,,,700
NSR:StopPlace:37827,,Sagvegen,,62.73698,7.129151,,,1,,2,,,700
NSR:StopPlace:37825,,Vatneeidet,,62.545376,6.586764,,,1,,2,,,700
NSR:StopPlace:37829,,Holmeset,,62.535267,6.375993,,,1,,2,,,700
NSR:StopPlace:41099,,Omsund bru,,63.107048,7.81909,,,1,,2,,,700
NSR:StopPlace:41097,,Omsa,,63.109306,7.85272,,,1,,2,,,700
NSR:StopPlace:41098,,Brungot,,62.183613,6.183591,,,1,,2,,,700
NSR:StopPlace:41095,,Skodje sentrum,,62.504032,6.695555,,,1,,2,,,700
NSR:StopPlace:41093,,Brulia,,62.311314,8.101481,,,1,,2,,,700
NSR:StopPlace:37831,,Vean,,63.31108,8.602226,,,1,,2,,,700
NSR:StopPlace:58751,,Hennset ferjekai,,63.13655,8.43618,,,1,,2,,,1000
NSR:StopPlace:37830,,Sagvågen,,63.253323,8.327567,,,1,,2,,,700
NSR:StopPlace:41094,,Omenås Gjerde,,62.333557,7.379204,,,1,,2,,,700
NSR:StopPlace:58752,,Seivika ferjekai,,63.111805,7.870162,,,1,,2,,,1000
NSR:StopPlace:41091,,Omenås,,62.33253,7.346291,,,1,,2,,,700
NSR:StopPlace:41092,,Brukrysset,,62.670277,6.652628,,,1,,2,,,700
NSR:StopPlace:37835,,Vebenstad,,63.010933,7.584254,,,1,,2,,,700
NSR:StopPlace:58754,,Sulesund ferjekai,,62.395042,6.164457,,,1,,2,,,1000
NSR:StopPlace:41090,,Bruhagen sentrum,,63.052197,7.629845,,,1,,2,,,700
NSR:StopPlace:37834,,Salthammer,,62.601254,7.099735,,,1,,2,,,700
NSR:StopPlace:58756,,Hundeidvik ferjekai,,62.371677,6.424135,,,1,,2,,,1000
NSR:StopPlace:37832,,Holsekerdalen,,62.3407,5.858847,,,1,,2,,,700
NSR:StopPlace:37839,,Saltkjelsvik,,62.496452,6.5967,,,1,,2,,,700
NSR:StopPlace:58758,,Larsnes ferjekai,,62.20691,5.56888,,,1,,2,,,1000
NSR:StopPlace:37838,,Veblungsnes,,62.553417,7.667285,,,1,,2,,,700
NSR:StopPlace:37837,,Saltkjelen,,63.078045,7.881698,,,1,,2,,,700
NSR:StopPlace:37836,,Støylesvingen,,62.33855,5.870405,,,1,,2,,,700
NSR:StopPlace:40573,,Myklebust,,62.102806,5.493338,,,1,,2,,,700
NSR:StopPlace:38252,,Indresæter,,63.15856,8.167391,,,1,,2,,,700
NSR:StopPlace:39585,,Ullavik,,62.400955,6.5819,,,1,,2,,,700
NSR:StopPlace:40574,,Bekkevoll ungdomsskole,,62.739964,7.140904,,,1,,2,,,700
NSR:StopPlace:38251,,Eik,,62.627567,6.667707,,,1,,2,,,700
NSR:StopPlace:38250,,Volda rutebilstasjon,,62.14511,6.071533,,,1,,2,,,700
NSR:StopPlace:40572,,Bekken,,63.337524,8.097425,,,1,,2,,,700
NSR:StopPlace:39580,,Futura rv. 70,,63.11011,7.780779,,,1,,2,,,700
NSR:StopPlace:38255,,Eikrem,,62.099476,5.743841,,,1,,2,,,700
NSR:StopPlace:39581,,Ullaland,,62.777683,7.643802,,,1,,2,,,700
NSR:StopPlace:38253,,Volda sjukehus,,62.149487,6.092734,,,1,,2,,,700
NSR:StopPlace:39583,,Ullaland snuplass,,62.778107,7.669307,,,1,,2,,,700
NSR:StopPlace:38259,,Indrevik,,62.466152,6.648224,,,1,,2,,,700
NSR:StopPlace:38263,,Eikrem,,62.408478,6.251473,,,1,,2,,,700
NSR:StopPlace:40584,,Bendixens gate,,63.113583,7.725888,,,1,,2,,,700
NSR:StopPlace:40585,,Myklebust,,62.3283,5.635171,,,1,,2,,,700
NSR:StopPlace:39597,,Fylkeshusa,,62.734505,7.153575,,,1,,2,,,700
NSR:StopPlace:38260,,Volda ungdomsskule,på E39,62.145874,6.081938,,,1,,2,,,700
NSR:StopPlace:39598,,Malmefjorden Vonheim,,62.816673,7.239281,,,1,,2,,,700
NSR:StopPlace:40583,,Myklebust,,62.33139,7.340924,,,1,,2,,,700
NSR:StopPlace:38267,,Volda vgs.,,62.150383,6.072605,,,1,,2,,,700
NSR:StopPlace:38266,,Innfjorden,,62.497684,7.565176,,,1,,2,,,700
NSR:StopPlace:40581,,Bele kryss,,63.013374,8.519803,,,1,,2,,,700
NSR:StopPlace:39594,,Ulset,,63.032272,8.030717,,,1,,2,,,700
NSR:StopPlace:38268,,Eikrem,,62.83121,6.93916,,,1,,2,,,700
NSR:StopPlace:39599,,Ulset,,62.323215,6.003695,,,1,,2,,,700
NSR:StopPlace:38270,,Voldnes,,62.216072,5.790901,,,1,,2,,,700
NSR:StopPlace:43614,,Osbrua,,63.287018,9.695879,,,1,,2,,,700
NSR:StopPlace:40588,,Myklebust skule,,62.731907,6.448721,,,1,,2,,,700
NSR:StopPlace:40595,,Myklebust øst gamlevegen,,62.492737,6.294542,,,1,,2,,,700
NSR:StopPlace:38273,,Ålesund vgs.,,62.46911,6.188539,,,1,,2,,,700
NSR:StopPlace:40596,,Berg vest,,62.504898,6.667632,,,1,,2,,,700
NSR:StopPlace:43620,,Ellingsgården,,63.228767,9.387789,,,1,,2,,,700
NSR:StopPlace:40593,,Myklebust vest,,62.49136,6.289619,,,1,,2,,,700
NSR:StopPlace:38271,,Eikremsbukta,,62.83589,6.947097,,,1,,2,,,700
NSR:StopPlace:40592,,Berg,,62.28937,6.050804,,,1,,2,,,700
NSR:StopPlace:38276,,Voldstad,,62.57703,7.774876,,,1,,2,,,700
NSR:StopPlace:40590,,Myklebust Verft,,62.221348,5.64971,,,1,,2,,,700
NSR:StopPlace:38275,,Innlandet Sundbåtkai,,63.107864,7.737733,,,1,,2,,,1000
NSR:StopPlace:38279,,Voldsund indre,,62.35748,5.673975,,,1,,2,,,700
NSR:StopPlace:38281,,Eikrem sør,,62.049454,5.609132,,,1,,2,,,700
NSR:StopPlace:38284,,Innselset,,62.06971,5.898901,,,1,,2,,,700
NSR:StopPlace:38283,,Voldsund midtre,,62.36048,5.679792,,,1,,2,,,700
NSR:StopPlace:38289,,Vollan,,62.568657,7.155024,,,1,,2,,,700
NSR:StopPlace:38287,,Innselset sør,,62.062107,5.894383,,,1,,2,,,700
NSR:StopPlace:38286,,Voldsund ytre,,62.36352,5.676245,,,1,,2,,,700
NSR:StopPlace:38292,,Vollan,,63.412025,7.830806,,,1,,2,,,700
NSR:StopPlace:38290,,Trettnes,,63.32817,8.051851,,,1,,2,,,700
NSR:StopPlace:38296,,Inseth bru,,62.241367,7.263433,,,1,,2,,,700
NSR:StopPlace:38295,,Vollan,,62.626434,7.4868,,,1,,2,,,700
NSR:StopPlace:38293,,Innvik,,62.49669,6.566688,,,1,,2,,,700
NSR:StopPlace:38298,,Instevågen,,62.588345,6.445598,,,1,,2,,,700
NSR:StopPlace:42323,,Skulvegen,,62.597664,9.681715,,,1,,2,,,700
NSR:StopPlace:34703,,Hatledal kryss,,61.922977,6.54995,,,1,,2,,,700
NSR:StopPlace:42334,,Vormstad,,63.199947,9.767967,,,1,,2,,,700
NSR:StopPlace:41002,,Nyjordkrysset,,62.62055,6.981395,,,1,,2,,,700
NSR:StopPlace:41003,,Breivik,,62.75703,6.453181,,,1,,2,,,700
NSR:StopPlace:41000,,Skjevikåsen butikken,,62.785686,7.536739,,,1,,2,,,700
NSR:StopPlace:41001,,Breiteig,,62.14263,5.69269,,,1,,2,,,700
NSR:StopPlace:42331,,Vorhaug,,62.612446,9.594684,,,1,,2,,,700
NSR:StopPlace:34712,,Sindre kryss,,61.926945,6.542762,,,1,,2,,,700
NSR:StopPlace:34719,,Haugen,,61.919025,6.555248,,,1,,2,,,700
NSR:StopPlace:41008,,Breivik,,62.194263,5.583982,,,1,,2,,,700
NSR:StopPlace:41009,,Nylenda,,62.149803,6.123164,,,1,,2,,,700
NSR:StopPlace:41006,,Nyland,,62.833824,6.915389,,,1,,2,,,700
NSR:StopPlace:41007,,Skjevlingen,,62.995255,7.922562,,,1,,2,,,700
NSR:StopPlace:41004,,Nykrem,,62.2562,5.794204,,,1,,2,,,700
NSR:StopPlace:41013,,Skjevlingsneset,,62.9901,7.882624,,,1,,2,,,700
NSR:StopPlace:41014,,Brekkan,,62.828377,8.527622,,,1,,2,,,700
NSR:StopPlace:41011,,Brekka,,62.78558,8.101152,,,1,,2,,,700
NSR:StopPlace:41012,,Nylykkja,,62.74888,8.534204,,,1,,2,,,700
NSR:StopPlace:41010,,Breivik,,62.780346,6.890372,,,1,,2,,,700
NSR:StopPlace:34729,,Isbakken,,61.911163,6.585846,,,1,,2,,,700
NSR:StopPlace:41019,,Nystøyl byggefeltet,,62.18281,5.45128,,,1,,2,,,700
NSR:StopPlace:41017,,Geitvik,,62.071903,6.320424,,,1,,2,,,700
NSR:StopPlace:39504,,Tusvika Tugarden,,62.394066,6.466673,,,1,,2,,,700
NSR:StopPlace:39505,,Løset,,62.294758,5.581979,,,1,,2,,,700
NSR:StopPlace:39507,,Løset,,62.845005,7.07892,,,1,,2,,,700
NSR:StopPlace:39500,,Løset,,62.407917,6.782296,,,1,,2,,,700
NSR:StopPlace:39503,,Furneset,,62.422432,6.278763,,,1,,2,,,700
NSR:StopPlace:39508,,Furneset ferjekai,,62.651627,7.085018,,,1,,2,,,1000
NSR:StopPlace:44098,,Gravaune,,62.57928,9.35621,,,1,,2,,,700
NSR:StopPlace:39510,,Løset,,62.359158,7.086976,,,1,,2,,,700
NSR:StopPlace:39515,,Løset Hauen,,61.990883,6.087915,,,1,,2,,,700
NSR:StopPlace:39516,,Tvergrov,,62.15806,6.326543,,,1,,2,,,700
NSR:StopPlace:39518,,Furneskrysset,,62.63156,7.073719,,,1,,2,,,700
NSR:StopPlace:39511,,Tverrfjell Ny Jord,,62.925472,7.192203,,,1,,2,,,700
NSR:StopPlace:59108,,Kvennbøkrysset,,62.929558,8.685132,,,1,,2,,,700
NSR:StopPlace:39514,,Tverrfjellskiftet,,62.90941,7.225037,,,1,,2,,,700
NSR:StopPlace:39519,,Tvergrov Valset,,62.160915,6.333416,,,1,,2,,,700
NSR:StopPlace:40508,,Baggan,,63.193577,8.16412,,,1,,2,,,700
NSR:StopPlace:40509,,Bakarkrysset,,62.3068,6.910713,,,1,,2,,,700
NSR:StopPlace:40507,,Mork,,62.95619,7.565853,,,1,,2,,,700
NSR:StopPlace:40504,,Mork,,62.339146,5.967906,,,1,,2,,,700
NSR:StopPlace:40505,,Bahaugen,,63.00889,7.572407,,,1,,2,,,700
NSR:StopPlace:40502,,Babrekka,,63.01166,7.551448,,,1,,2,,,700
NSR:StopPlace:40500,,Ba,,63.00917,7.566643,,,1,,2,,,700
NSR:StopPlace:40501,,Mordalsvågen ferjekai,,62.728825,6.986653,,,1,,2,,,700
NSR:StopPlace:39527,,Løvik indre,,62.10422,5.933971,,,1,,2,,,700
NSR:StopPlace:39529,,Tynesstranda,,62.363266,6.579296,,,1,,2,,,700
NSR:StopPlace:39522,,Løvikbukta,,62.541607,7.123342,,,1,,2,,,700
NSR:StopPlace:39524,,Tynes,,62.369705,6.570769,,,1,,2,,,700
NSR:StopPlace:39525,,Løvik,,62.837673,6.849603,,,1,,2,,,700
NSR:StopPlace:40519,,Morkahamna,,62.775887,7.475321,,,1,,2,,,700
NSR:StopPlace:40515,,Bakk,,63.344322,8.814164,,,1,,2,,,700
NSR:StopPlace:40511,,Sjøheim,,63.01171,8.527255,,,1,,2,,,700
NSR:StopPlace:41842,,Tussan,,63.10393,9.600295,,,1,,2,,,700
NSR:StopPlace:39530,,Løvik Dalsfjord skule,,62.112778,5.936347,,,1,,2,,,700
NSR:StopPlace:39531,,Tynesstranda sør,,62.358627,6.584733,,,1,,2,,,700
NSR:StopPlace:38201,,Håvoll,,62.239655,6.001365,,,1,,2,,,700
NSR:StopPlace:39537,,Løvikvegen,,62.82678,6.882795,,,1,,2,,,700
NSR:StopPlace:38205,,Vaksvik Viset,,62.447052,6.902372,,,1,,2,,,700
NSR:StopPlace:39538,,Tøndergården,,62.740253,7.207105,,,1,,2,,,700
NSR:StopPlace:70397,,Kjelstadli,,62.028183,6.731763,,,1,,2,,,700
NSR:StopPlace:70398,,Sykkylven ferjekai,,62.41003,6.548274,,,1,,2,,,700
NSR:StopPlace:39539,,Løvold,,63.06617,7.496907,,,1,,2,,,700
NSR:StopPlace:38202,,Eidsvatnet,,62.054302,6.402801,,,1,,2,,,700
NSR:StopPlace:70399,,Magerholm ferjekai,,62.432278,6.497206,,,1,,2,,,1000
NSR:StopPlace:39533,,Løvikneset,,62.105183,6.139909,,,1,,2,,,700
NSR:StopPlace:38209,,Eidsvik aust,,62.545277,6.576122,,,1,,2,,,700
NSR:StopPlace:39534,,Tømmervåg ferjekai,,63.153103,7.954887,,,1,,2,,,1000
NSR:StopPlace:38208,,Viset,,62.77883,8.522502,,,1,,2,,,700
NSR:StopPlace:38207,,Igesund,,62.337864,5.612384,,,1,,2,,,700
NSR:StopPlace:39536,,Tømmervåg,,63.15702,7.955096,,,1,,2,,,700
NSR:StopPlace:38206,,Eidsvik,,62.54328,6.578191,,,1,,2,,,700
NSR:StopPlace:40528,,Bakneset,,62.62233,7.154508,,,1,,2,,,700
NSR:StopPlace:40529,,Mosmarka Einehøgda,,62.199566,6.158963,,,1,,2,,,700
NSR:StopPlace:40526,,Bakkmyr,,63.344154,8.804176,,,1,,2,,,700
NSR:StopPlace:40527,,Morsund,,62.76435,6.423743,,,1,,2,,,700
NSR:StopPlace:40525,,Morkestranda,,62.696033,7.649204,,,1,,2,,,700
NSR:StopPlace:40522,,Morkaura,,62.774544,7.469893,,,1,,2,,,700
NSR:StopPlace:40523,,Bakkemyr,,62.813538,6.88407,,,1,,2,,,700
NSR:StopPlace:40520,,Bakkamyra,,63.422695,7.848679,,,1,,2,,,700
NSR:StopPlace:40521,,Bakkelidvegen,,62.149128,6.117929,,,1,,2,,,700
NSR:StopPlace:39541,,Løvoll,,62.424133,6.710935,,,1,,2,,,700
NSR:StopPlace:39542,,Tøndergård skole,,62.744045,7.208552,,,1,,2,,,700
NSR:StopPlace:39543,,Fursetfjellet,,62.83236,7.602214,,,1,,2,,,700
NSR:StopPlace:38212,,Eidsvik vest,,62.544243,6.554958,,,1,,2,,,700
NSR:StopPlace:38211,,Visnes sør,,62.95403,7.401879,,,1,,2,,,700
NSR:StopPlace:38210,,Ikornnes,,62.38592,6.554493,,,1,,2,,,700
NSR:StopPlace:59155,,Jendem Bygdavegen,,62.78944,7.025617,,,1,,2,,,700
NSR:StopPlace:38216,,Ikornnes ungdomshus,,62.3864,6.551552,,,1,,2,,,700
NSR:StopPlace:38215,,Eidsvollan,,62.58906,7.479217,,,1,,2,,,700
NSR:StopPlace:39549,,Tørneset,,62.559074,6.048583,,,1,,2,,,700
NSR:StopPlace:38214,,Visnes nord,,62.955013,7.393259,,,1,,2,,,700
NSR:StopPlace:38213,,Ikornnes sør,,62.38362,6.553868,,,1,,2,,,700
NSR:StopPlace:39544,,Løvoll,,62.2123,7.160013,,,1,,2,,,700
NSR:StopPlace:38219,,Visnes grendahus,,62.953033,7.407425,,,1,,2,,,700
NSR:StopPlace:38218,,Indergård,,62.884834,7.669789,,,1,,2,,,700
NSR:StopPlace:39547,,Løvoll nedre,,62.02854,5.538972,,,1,,2,,,700
NSR:StopPlace:38217,,Eidsvåg,,62.77689,8.066871,,,1,,2,,,700
NSR:StopPlace:40537,,Barlaupen,,63.27639,8.505708,,,1,,2,,,700
NSR:StopPlace:40538,,Mosmarkvegen Dalevegen,,62.19865,6.140017,,,1,,2,,,700
NSR:StopPlace:40536,,Mosmarkvegen Øvremovegen,,62.197666,6.149216,,,1,,2,,,700
NSR:StopPlace:40532,,Mosmarka Remevegen,,62.197792,6.15303,,,1,,2,,,700
NSR:StopPlace:39551,,Furu,,62.66433,8.610886,,,1,,2,,,700
NSR:StopPlace:39552,,Tøssebro,,62.501686,6.51654,,,1,,2,,,700
NSR:StopPlace:39554,,Tøssesvingen,,62.47806,6.71384,,,1,,2,,,700
NSR:StopPlace:38223,,Indre Bolsøya,,62.731934,7.340136,,,1,,2,,,700
NSR:StopPlace:38222,,Vistdal,,62.716114,7.941527,,,1,,2,,,700
NSR:StopPlace:38221,,Eidsøra,,62.800938,8.175987,,,1,,2,,,700
NSR:StopPlace:39550,,Løvoll øvre,,62.022,5.543713,,,1,,2,,,700
NSR:StopPlace:39559,,Magerholm ferjekai,,62.43243,6.497494,,,1,,2,,,700
NSR:StopPlace:38226,,Indre Eide,,62.1862,7.163262,,,1,,2,,,700
NSR:StopPlace:38224,,Vistdal kyrkje,,62.720306,7.932802,,,1,,2,,,700
NSR:StopPlace:39556,,Furugrenda,,62.663498,8.619739,,,1,,2,,,700
NSR:StopPlace:38229,,Eidså,,62.119827,5.672742,,,1,,2,,,700
NSR:StopPlace:39557,,Låtra,,62.09203,5.573429,,,1,,2,,,700
NSR:StopPlace:39558,,Tøvik,,62.983974,7.366238,,,1,,2,,,700
NSR:StopPlace:38228,,Indre Eide gamlevegen,,62.181797,7.16083,,,1,,2,,,700
NSR:StopPlace:40548,,Movegen/Ødegårdvegen,,62.313988,6.941449,,,1,,2,,,700
NSR:StopPlace:40549,,Barstadvik skule,,62.35978,6.267923,,,1,,2,,,700
NSR:StopPlace:40546,,Barstadvik,,62.359337,6.260085,,,1,,2,,,700
NSR:StopPlace:41873,,Horvlia,,62.578445,9.370187,,,1,,2,,,700
NSR:StopPlace:40551,,Moørene,,62.633804,8.826434,,,1,,2,,,700
NSR:StopPlace:39562,,Ugelvik,,62.703335,6.708637,,,1,,2,,,700
NSR:StopPlace:40552,,Batnfjord skule,,62.892864,7.678521,,,1,,2,,,700
NSR:StopPlace:39563,,Magerøy,,62.71409,6.653191,,,1,,2,,,700
NSR:StopPlace:59173,,Grip hurtigbåtkai,,63.21827,7.593884,,,1,,2,,,1000
NSR:StopPlace:38234,,Leitebakkane,,62.108437,5.667893,,,1,,2,,,700
NSR:StopPlace:38233,,Indre Eide kryss gamlevegen,,62.1801,7.165505,,,1,,2,,,700
NSR:StopPlace:60163,,Digernesskiftet E39,,62.489746,6.604945,,,1,,2,,,
NSR:StopPlace:38238,,Voksa ferjekai,,62.2152,5.474437,,,1,,2,,,700
NSR:StopPlace:38237,,Eidså nord,,62.126537,5.67285,,,1,,2,,,700
NSR:StopPlace:38236,,Indre Hoem,,62.817394,7.065363,,,1,,2,,,700
NSR:StopPlace:39566,,Uggedal,,62.5323,6.323911,,,1,,2,,,700
NSR:StopPlace:39567,,Malaga,,62.461628,6.275927,,,1,,2,,,700
NSR:StopPlace:39568,,Uggedal Kveldsro,,62.53125,6.278254,,,1,,2,,,700
NSR:StopPlace:38239,,Indre Holmen,,62.60876,7.544599,,,1,,2,,,700
NSR:StopPlace:39569,,Male,,62.966183,7.068133,,,1,,2,,,700
NSR:StopPlace:40559,,Bautaen,,62.576733,6.118735,,,1,,2,,,700
NSR:StopPlace:40557,,Mulvik,,62.852848,8.436668,,,1,,2,,,700
NSR:StopPlace:40558,,Sjøholt,,62.481712,6.816668,,,1,,2,,,700
NSR:StopPlace:41889,,Tyve,,62.615227,9.584099,,,1,,2,,,700
NSR:StopPlace:40555,,Muldal,,62.25111,7.431068,,,1,,2,,,700
NSR:StopPlace:40556,,Batterikrysset,,62.648094,6.937027,,,1,,2,,,700
NSR:StopPlace:40554,,Batnfjordsøra,,62.892193,7.679196,,,1,,2,,,700
NSR:StopPlace:38241,,Eie,,62.784405,7.557836,,,1,,2,,,700
NSR:StopPlace:40562,,Bedehuset Langveien,,63.109818,7.728194,,,1,,2,,,700
NSR:StopPlace:38240,,Volda ferjekai,,62.144794,6.064015,,,1,,2,,,700
NSR:StopPlace:39574,,Malme,,62.805492,7.224893,,,1,,2,,,700
NSR:StopPlace:40563,,Musgjerd,,62.591026,8.994909,,,1,,2,,,700
NSR:StopPlace:40560,,Muren,,62.258682,5.554873,,,1,,2,,,700
