id,startId,stopId,name,type,length,maxSpeed,list0,list1
1,24492641,5086232880,Jordmorvegen,secondary,202.933,80,6.2208352@6.220606@6.2204906@6.2203136@6.2199676@6.219607@6.2194395@6.2183422@6.2181408@6.2177402@6.2175975@6.2172097@6.2171634@6.2170594@6.2170192,62.6168039@62.6167248@62.6167019@62.616684@62.6166896@62.6166955@62.6167088@62.6168216@62.6168565@62.6169199@62.616938@62.6169639@62.6169632@62.6169513@62.616948
2,33653973,5086250573,Ullavegen,secondary,136.655,80,6.2760765@6.2757728@6.2755626@6.2753301@6.2751366@6.2748705@6.2747075@6.2745591@6.2742982@6.2741135@6.273931@6.2735394@6.2734808,62.6373327@62.637357@62.6373742@62.6373922@62.6374156@62.6374377@62.6374414@62.6374359@62.6374179@62.6373977@62.6373723@62.6372958@62.6372841
3,173850696,5086231330,Hildrestrandvegen,unclassified,176.48,60,6.2811288@6.2811597@6.2812309@6.2812689@6.2813345@6.2814309@6.2815869@6.2817364@6.282588@6.2827934@6.2829647,62.5922777@62.5921136@62.5918154@62.591759@62.5917171@62.5916752@62.5916191@62.591558@62.5911695@62.5910911@62.5910422
4,249388063,278339233,Keiser Wilhelms gate,residential,10.175,50,,
5,249388063,7379971352,Sjøgata,trunk,21.412,50,6.155932@6.1560028@6.156062@6.156096@6.156227,62.471033@62.4709925@62.470958@62.47094@62.4709
6,256306948,7379971103,Borgundvegen,primary,8.691,50,,
7,256306948,7379971107,Niovegen,tertiary,33.41,50,6.2397003@6.239774@6.239839@6.239886@6.239854,62.470936@62.471005@62.471083@62.471154@62.471218
8,275605016,7379971272,Skansegata,tertiary,214.581,50,6.1560912@6.156075@6.1560142@6.155898@6.15574@6.1554654@6.1553643@6.155298@6.154912@6.154785@6.154739@6.154703@6.154686@6.154698@6.1547765@6.154798@6.1548381,62.4740306@62.473994@62.4739157@62.473764@62.473591@62.4733034@62.4731976@62.473128@62.472793@62.472688@62.472641@62.472589@62.472528@62.472484@62.4723367@62.4723052@62.4722504
9,275605057,278339234,Notenesgata,tertiary,10.001,50,,
10,275605057,278340782,Korsegata,tertiary,133.659,50,6.1548855@6.1549452@6.1553651@6.1554295@6.1554952@6.1555799@6.1557586@6.155849,62.4721929@62.4721292@62.4715847@62.4714912@62.4713975@62.4712982@62.4711496@62.47108
11,275605058,7379970991,Lorkenesgata,trunk,24.899,50,6.152239@6.1522894@6.152342@6.1523946@6.152446@6.15249@6.152546,62.470769@62.4707574@62.47074@62.4707141@62.470684@62.470649@62.470602
12,275605058,7379971152,Rasmus Rønnebergs gate,tertiary,61.314,50,6.152239@6.152282@6.152324@6.1524573@6.1527946@6.15309@6.153146@6.1531716,62.470769@62.470789@62.470804@62.4708426@62.4709384@62.471038@62.471074@62.4711012
13,275605058,7379971001,Lorkenesgata,trunk,44.046,50,6.152239@6.1521952@6.152146@6.152076@6.151947@6.1517163@6.151477@6.151396,62.470769@62.4707758@62.470782@62.470789@62.4708@62.470821@62.4708319@62.470828
14,277917634,7379971229,Sorenskriver Bulls gate,unclassified,40.729,50,,
15,277917634,7379971023,Sorenskriver Bulls gate,residential,182.307,50,6.156163@6.156033@6.155655@6.15476@6.154532@6.15401@6.1538838@6.1537861@6.153746@6.1537278@6.1537801@6.153795@6.154043@6.154296,62.475676@62.475667@62.475627@62.475527@62.475501@62.47545@62.4754316@62.4754131@62.4753974@62.4753632@62.4752083@62.475148@62.475156@62.475163
16,277917634,282365547,Kongens gate,unclassified,20.052,nan,6.156163@6.1560899@6.1560714,62.475676@62.4758158@62.4758513
17,277917641,7379962117,Per Bolstads plass,unclassified,42.198,nan,6.1569976@6.1569239@6.1568814@6.1565714@6.1562659@6.1561972,62.4740326@62.4740224@62.4740179@62.4739851@62.4740151@62.4740219
18,277918686,7379970606,Storgata,tertiary,81.104,50,,
19,277918686,6284501002,Einarvikgata,unclassified,16.542,nan,,
20,277918686,7379970608,Storgata,tertiary,69.631,50,6.158004@6.1579809@6.157887@6.157797@6.157746,62.474135@62.4741971@62.474427@62.474678@62.474749
21,277918686,7379970885,Einarvikgata,unclassified,54.528,50,6.158004@6.158703@6.158798@6.1590595,62.474135@62.474173@62.47417@62.4741779
22,277918696,7379970885,Einarvikgata,unclassified,168.43,50,6.1621256@6.162007@6.161957@6.161884@6.161799@6.1616574@6.1611033@6.1602706@6.1602269@6.159559@6.159296@6.1590595,62.4745164@62.474422@62.474393@62.474369@62.474353@62.4743137@62.474283@62.474244@62.474242@62.474204@62.474189@62.4741779
23,277936275,7379970517,Keiser Wilhelms gate,residential,97.224,50,6.160227@6.1602761@6.1603804@6.161309@6.16195@6.1621,62.471525@62.4715287@62.4715367@62.4716066@62.47164@62.471645
24,277936275,7379970863,Storgata,residential,52.745,50,6.160227@6.160193@6.160037@6.159941,62.471525@62.471592@62.471903@62.471977
25,278085706,7379971228,Rasmus Rønnebergs gate,residential,158.698,50,6.158708@6.15855@6.157753@6.157232@6.157214@6.157206@6.157276@6.157271,62.472316@62.47227@62.472059@62.472407@62.472428@62.472479@62.472844@62.472897
26,278086199,7379970412,Gjerdegata,unclassified,32.712,50,6.165644@6.165629@6.1655935@6.165568,62.471828@62.471901@62.4720459@62.47212
27,278086199,7379970799,Borgundvegen,residential,133.601,50,6.165644@6.165802@6.165951@6.166891@6.16693@6.1669798@6.167088@6.16754@6.1678419@6.167909@6.167999@6.168206,62.471828@62.471837@62.47183@62.471723@62.4717195@62.4717158@62.471715@62.47173@62.4717457@62.471749@62.471752@62.471767
28,278086241,7379971138,Storledbakken,tertiary,10.873,50,6.166992@6.166845@6.166802,62.471994@62.472027@62.472037
29,278086241,7379971137,Grensegata,residential,59.478,50,6.166992@6.166989@6.166953@6.166897,62.471994@62.47204@62.472259@62.472527
30,278086299,7379970183,Parkvegen,residential,87.306,50,6.161672@6.161611@6.161581@6.160892@6.160391@6.160333@6.160253,62.47307@62.473073@62.473068@62.472874@62.472737@62.472709@62.47266
31,278086299,7379970512,Rådstugata,residential,55.77,50,6.161672@6.161695@6.161714@6.161747@6.161797@6.1618082@6.16182@6.16183@6.161843,62.47307@62.473065@62.473052@62.472975@62.472769@62.4727377@62.472705@62.47265@62.472582
32,278199339,7379970616,Nedre Strandgate,trunk,28.949,50,6.151239@6.151149@6.1510886@6.150706,62.470807@62.470793@62.4707815@62.470723
33,278199339,7379971001,Nedre Strandgate,trunk,8.414,50,6.151239@6.151281@6.151335@6.151396,62.470807@62.470814@62.470822@62.470828
34,278339233,278340781,Sjøgata,trunk,7.402,50,,
35,278339233,7379970716,Keiser Wilhelms gate,residential,41.739,50,6.156109@6.156161@6.156205@6.1562532@6.15637@6.15675@6.1568479,62.471074@62.471085@62.471094@62.4711036@62.471127@62.471196@62.4712271
36,278339234,7379971272,Notenesgata,tertiary,9.385,50,,
37,278339234,7379971228,St Olavs plass,tertiary,140.164,50,6.15502@6.1552501@6.1552982@6.155538@6.156087@6.156278@6.1563441@6.156466@6.156545@6.156612@6.156687@6.156745@6.1568@6.1569463@6.157129@6.157271,62.4722579@62.4723157@62.4723281@62.472384@62.472574@62.472646@62.4726709@62.472716@62.472751@62.472789@62.472838@62.47287@62.472881@62.4728872@62.472895@62.472897
38,278339234,7379962117,Skansegata,tertiary,213.309,50,6.15502@6.1549436@6.154835@6.154815@6.154815@6.1548524@6.154861@6.154891@6.155166@6.155402@6.1554468@6.1555516@6.155779@6.1561163@6.15618@6.1561972,62.4722579@62.4723312@62.472462@62.472509@62.472548@62.4726156@62.472631@62.472672@62.472916@62.473133@62.4731785@62.473285@62.473513@62.4738987@62.473984@62.4740219
39,278340781,278340782,Sjøgata,trunk,9.313,50,,
40,278340781,7379970639,Korsegata,tertiary,16.647,50,6.156007@6.1558866@6.155805,62.471121@62.4711887@62.471238
41,278340782,249388063,Korsegata,tertiary,6.746,50,,
42,278340782,7379970537,Keiser Wilhelms gate,trunk,165.306,50,6.155849@6.1557358@6.155561@6.155126@6.1546283@6.154398@6.154178@6.153701@6.153308@6.153162@6.153071@6.153013@6.152941,62.47108@62.4710566@62.471004@62.470901@62.4707896@62.470738@62.470684@62.47058@62.470502@62.470476@62.470466@62.470463@62.47047
43,278341913,278344250,Røysegata,secondary,8.118,50,,
44,278341913,7379970461,Ålesundsvegen,trunk,28.618,50,6.161915@6.1618176@6.161388,62.470911@62.4709246@62.470994
45,278344250,7379970445,Røysegata,secondary,8.983,50,,
46,278344250,7379971226,Ålesundsvegen,trunk,302.532,50,6.161917@6.162081@6.162285@6.162483@6.162692@6.16284@6.165601@6.165826@6.166041@6.166258@6.166462@6.166602@6.166793@6.166964@6.167329@6.167507@6.167715,62.470838@62.470819@62.470801@62.470791@62.470788@62.470791@62.470821@62.470818@62.470811@62.470799@62.470783@62.47077@62.470746@62.47072@62.470658@62.470621@62.470587
47,282243049,7379971410,Skaregata,residential,27.086,50,6.1556416@6.155753@6.1558494@6.155954@6.156083@6.156135,62.4744414@62.474416@62.4743945@62.474379@62.474388@62.474397
48,282272324,7379971028,Keiser Wilhelms gate,residential,93.279,50,6.1534794@6.1532271@6.1525919@6.152469@6.1522363,62.4700806@62.4700008@62.4699026@62.469924@62.4702331
49,282365547,277917634,Kongens gate,unclassified,20.052,nan,6.1560714@6.1560899@6.156163,62.4758513@62.4758158@62.475676
50,415582386,7389963818,Yrkesskolevegen,unclassified,65.308,30,6.372176@6.372194@6.372196@6.372187,62.465912@62.466024@62.4661@62.466499
51,415582386,415582387,Nylandvegen,residential,299.009,30,6.372176@6.372885@6.373509@6.373922@6.374106@6.37558@6.377929,62.465912@62.465886@62.465846@62.46581@62.465787@62.46567@62.465527
52,415582386,7389960473,Nylandvegen,residential,223.957,30,6.372176@6.371863@6.370875@6.370506@6.369083@6.368527@6.368281@6.367829,62.465912@62.465915@62.465925@62.465925@62.465926@62.465911@62.465898@62.465861
53,415582387,415582386,Nylandvegen,residential,299.009,30,6.377929@6.37558@6.374106@6.373922@6.373509@6.372885@6.372176,62.465527@62.46567@62.465787@62.46581@62.465846@62.465886@62.465912
54,419645987,7389960246,Fremmerholvegen,residential,91.089,30,6.378197@6.37813@6.378052@6.37801@6.377952@6.377904,62.4685912@62.468869@62.469119@62.469241@62.469332@62.469397
55,419645987,7389960248,Fremmerholvegen,residential,101.582,30,6.378197@6.37821@6.37821@6.378177@6.378135,62.4685912@62.468416@62.468208@62.467896@62.467679
56,419645987,7389963712,Rødsetvegen,residential,90.56,30,6.378197@6.378879@6.379874,62.4685912@62.468693@62.468841
57,419659911,7389959921,Åsesvingen,residential,250.94,50,6.3093003@6.3088962@6.3086387@6.3083911@6.308203@6.3080513@6.307908@6.307636@6.307225@6.3070753@6.30651@6.306044@6.305876@6.305726@6.30549@6.305204@6.3051653@6.305119@6.30503,62.4648684@62.4648886@62.4649047@62.4648997@62.46489@62.4648712@62.46485@62.464785@62.46467@62.4646326@62.464504@62.464393@62.464348@62.464302@62.464221@62.464109@62.4640894@62.464066@62.463988
58,553033974,7379971152,Notenesgata,tertiary,80.971,50,6.1536865@6.1532@6.1531716,62.4717894@62.4711372@62.4711012
59,553033974,275605057,Notenesgata,tertiary,77.165,50,6.1536865@6.153849@6.153919@6.1540801@6.1542074@6.1546732@6.1547287@6.1548855,62.4717894@62.471853@62.471898@62.4719756@62.4720261@62.4721415@62.4721557@62.4721929
60,563040606,7389962709,Åsehaugen,unclassified,9.073,50,,
61,563040606,7389962554,nan,trunk,68.325,50,6.312806@6.3118256@6.311684@6.311506,62.465901@62.4658361@62.465825@62.465788
62,701231337,7389963390,Furelia,residential,63.657,30,6.3051025@6.305136@6.305186@6.305431,62.4672087@62.467132@62.46706@62.466657
63,746318982,7389963217,Mulelia,residential,451.491,30,6.331244@6.33225@6.33382@6.334086@6.334721@6.33556@6.3357456@6.3358591@6.335998@6.336306@6.336492@6.337006@6.337206@6.339831@6.339985,62.4690531@62.4691@62.469151@62.469156@62.469147@62.469083@62.4690744@62.4690719@62.469072@62.469082@62.469093@62.469132@62.469142@62.469251@62.469257
64,760458734,7389959715,Vestre Furmyrveg,residential,105.029,30,6.3353792@6.336574@6.337402,62.4626767@62.462759@62.462809
65,760458739,7389962401,Vestre Furmyrveg,residential,38.441,30,,
66,847431215,7379971487,Kviltunvegen,residential,295.985,30,6.244094@6.2439931@6.2432468@6.2429166@6.242709@6.242362@6.242154@6.242008@6.241972@6.241945@6.24194@6.241941@6.24193@6.2419@6.241369@6.241244@6.241161@6.241076@6.241054@6.241042@6.24104@6.241041@6.241059@6.241044@6.241012@6.24093@6.240848,62.470464@62.4704545@62.4703846@62.470396@62.470427@62.470486@62.470515@62.470541@62.47055@62.470563@62.470572@62.470596@62.470608@62.470615@62.470635@62.470642@62.470652@62.470668@62.470686@62.470721@62.470759@62.471277@62.471453@62.471546@62.471657@62.471761@62.471826
67,847943721,7379971288,Bergvegen,residential,134.716,50,6.1709104@6.171212@6.171457@6.171585@6.17265@6.1727312@6.172785@6.1728177@6.172831@6.1728283,62.4723735@62.472333@62.472282@62.472271@62.472269@62.4722593@62.472243@62.4722224@62.472193@62.4719273
68,847943721,7379970757,Bergvegen,residential,83.599,50,6.1709104@6.170436@6.170259@6.169494@6.169321,62.4723735@62.472422@62.472437@62.472512@62.472533
69,847943721,7379971391,Holmegata,residential,49.396,50,6.1709104@6.170888@6.170889@6.17088@6.170885,62.4723735@62.472279@62.472066@62.47197@62.47193
70,848592229,7379971389,Borgundvegen,residential,567.781,30,6.209372@6.210231@6.210315@6.2115507@6.211659@6.211967@6.212669@6.213184@6.213437@6.214315@6.214472@6.2145727@6.2146831@6.2150594@6.215385@6.215606@6.216042@6.2166224@6.217031@6.217222@6.218146@6.218932@6.219186@6.2198657@6.220206@6.220371,62.472221@62.472267@62.472273@62.4723447@62.472349@62.472367@62.472405@62.472435@62.472447@62.472497@62.472505@62.4725085@62.4725095@62.4725003@62.4724886@62.47248@62.472462@62.4724678@62.472469@62.472468@62.472474@62.472451@62.472438@62.4724112@62.472401@62.472392
71,848592229,7379970195,Borgundvegen,residential,118.203,30,6.209372@6.20902@6.208357@6.2074543@6.207091,62.472221@62.472202@62.472166@62.4721082@62.472085
72,848592229,7379971338,Stoknesvegen,residential,98.396,30,6.209372@6.209423@6.209506@6.209595@6.209656@6.209756@6.209851@6.209884@6.20994,62.472221@62.472114@62.471967@62.471832@62.471789@62.471775@62.471711@62.471633@62.471409
73,892008005,7379970657,Nørvevika,residential,23.234,50,6.202811@6.20259@6.2025042@6.202361,62.469792@62.469795@62.4697975@62.469808
74,892008005,7379963986,Nørvevika,residential,849.811,50,6.202811@6.203018@6.203204@6.203352@6.203484@6.203661@6.20382@6.203997@6.204697@6.204933@6.205704@6.206233@6.20677@6.207179@6.2073209@6.2076553@6.209035@6.209559@6.2103074@6.2109539@6.211304@6.212427@6.2128582@6.213413@6.2142368@6.214685@6.215838@6.2159608@6.2164929@6.218034@6.218235@6.218451@6.218662@6.219061,62.469792@62.469844@62.469883@62.46991@62.469925@62.469927@62.469931@62.469929@62.469913@62.469905@62.469893@62.469892@62.469899@62.46991@62.4699155@62.469929@62.470002@62.4700324@62.4700759@62.4701134@62.47014@62.470224@62.470262@62.470311@62.4703868@62.470441@62.470569@62.470583@62.4706429@62.470828@62.470849@62.470877@62.470895@62.470925
75,1313526009,5086218817,Husgatevegen,unclassified,484.464,nan,6.1934119@6.1929708@6.1925798@6.192507@6.1924271@6.1922665@6.1921967@6.1920471@6.191855@6.1911775@6.190819@6.1907253@6.1906214@6.1905364@6.1902243@6.1901122@6.1900567@6.1900065@6.1899347@6.1898214@6.1896871@6.1894242@6.1891398@6.1889461@6.1883683@6.1881822@6.1880622@6.1877702@6.1873967@6.1869534@6.1867297@6.1872157@6.1872854@6.1873406@6.1873524,62.6546553@62.6547367@62.654796@62.6548022@62.6548008@62.6547852@62.6547826@62.6547903@62.6548215@62.6549775@62.6549936@62.6549922@62.6549856@62.6549739@62.6549198@62.6549145@62.6549218@62.6549322@62.6549611@62.6550326@62.6550991@62.65519@62.655275@62.6553242@62.6554566@62.6554873@62.6555005@62.6555181@62.6555306@62.6555559@62.6555841@62.6563977@62.656487@62.6565384@62.6565527
76,1315353651,5086250625,Barnehagevegen,residential,71.587,nan,6.2683083@6.2688017@6.2688416@6.2688854@6.2689302@6.2689619@6.2690312@6.2692096,62.6380426@62.638079@62.638077@62.6380689@62.63805@62.6380294@62.6379551@62.6377296
77,1316595963,5086225013,Fjelltun,residential,344.493,nan,6.2619147@6.2623854@6.2626559@6.2628048@6.2630494@6.263324@6.2634618@6.2635479@6.263741@6.2640171@6.2641167@6.2643201@6.264562@6.2646122@6.2646408@6.2646446@6.2646085@6.2645679@6.2645096@6.2641441@6.2638063@6.26355@6.2633873@6.2632353@6.2631163@6.2630334@6.2629361,62.6799433@62.6797664@62.6796503@62.6795793@62.6794509@62.6792684@62.6791686@62.6790963@62.6789096@62.6786089@62.6785193@62.6783712@62.6782247@62.678188@62.6781447@62.6780988@62.6780622@62.6780452@62.678037@62.6780629@62.6780941@62.6781105@62.6781148@62.6781107@62.6781005@62.678089@62.6780656
78,1340035109,5086250458,Rønstadvegen,secondary,2107.856,50,6.1616439@6.1617308@6.1617869@6.1619@6.1621222@6.1622453@6.1625325@6.1629707@6.1631307@6.1634569@6.1636338@6.1640656@6.1642934@6.1645379@6.1652416@6.1654093@6.1656295@6.1660831@6.1668422@6.1670491@6.1672508@6.1676302@6.1678538@6.1679586@6.1680493@6.1681406@6.1682603@6.1684855@6.1689551@6.16914@6.1694495@6.1696315@6.169833@6.1700921@6.1702977@6.1705661@6.1709656@6.171173@6.1714524@6.1716104@6.1717449@6.1720128@6.1722535@6.172431@6.1726776@6.1727694@6.1728283@6.1730684@6.1733149@6.1737376@6.1740596@6.1742823@6.174864@6.1751736@6.1755228@6.1765809@6.1768432@6.1770566@6.1772317@6.1775027@6.1785434@6.1799346@6.181802@6.182312@6.182789@6.1831023@6.1832064@6.1834258@6.1838556@6.1842646@6.1844412@6.184778@6.1848913@6.1851374@6.1853034@6.1855844@6.1858815@6.186117@6.1866949@6.1868771@6.186984@6.1870661@6.1876131@6.1878025@6.1880148@6.1881546@6.1885288@6.1891937@6.1894945@6.1898038@6.1899792@6.1901962@6.1904231@6.1907766@6.1910475@6.1912549@6.1914906@6.1917296@6.1918662@6.1922329@6.1928948@6.1943106@6.1948958@6.1961053@6.1961735@6.19625@6.1963002,62.6132863@62.6131989@62.6131425@62.6130618@62.6129233@62.6128646@62.6127587@62.6126257@62.6125825@62.6125115@62.6124818@62.6124224@62.6123834@62.6123259@62.6121184@62.6120767@62.6120292@62.6119487@62.6118315@62.6118036@62.6117839@62.6117551@62.6117266@62.6117067@62.6116838@62.6116539@62.6116062@62.6114909@62.6112292@62.6111425@62.6110082@62.6109175@62.6108006@62.6106378@62.6105264@62.6104064@62.6102422@62.6101493@62.6100067@62.6099084@62.6098161@62.6095917@62.6093537@62.6091618@62.6088216@62.6087076@62.6086485@62.6084583@62.608304@62.6080715@62.6079202@62.6078377@62.6076505@62.6075662@62.6074843@62.6073401@62.6073098@62.6072908@62.6072766@62.6072625@62.6072198@62.6071265@62.6069567@62.6069167@62.6068892@62.6068583@62.6068399@62.6067887@62.6066676@62.6065864@62.6065453@62.6064559@62.6064378@62.6064218@62.6064242@62.6064429@62.6064852@62.6065372@62.6066769@62.606712@62.6067269@62.6067357@62.6067623@62.6067851@62.6068221@62.6068409@62.6068746@62.606914@62.606925@62.6069283@62.606925@62.6069143@62.6068908@62.6068237@62.6067631@62.6067303@62.6067108@62.6067124@62.606722@62.6067678@62.6068766@62.6070875@62.6071806@62.607391@62.6073998@62.6073949@62.6073859
79,1340035580,5086234032,Lepsøyvegen,residential,3484.544,60,6.1753628@6.1752754@6.1749805@6.1747785@6.1744309@6.1740615@6.1738846@6.1737046@6.173593@6.1733653@6.1728714@6.172562@6.1724643@6.1722545@6.1721749@6.1718834@6.1711727@6.1708799@6.1705996@6.1703094@6.170211@6.1700996@6.1696417@6.1692966@6.1687149@6.1685329@6.1683905@6.1682652@6.1681691@6.167922@6.1677362@6.1676368@6.1675627@6.1674687@6.1674312@6.1674117@6.1673588@6.1672855@6.1672727@6.1673064@6.1673085@6.1672895@6.1671639@6.1671512@6.1671523@6.1671661@6.1671958@6.167249@6.1673207@6.1673623@6.1674993@6.1675333@6.1675845@6.1678882@6.1681873@6.1683103@6.1683965@6.1684906@6.1685358@6.1685553@6.1685651@6.1685575@6.1685255@6.1685055@6.1684612@6.1683965@6.1683151@6.1682511@6.168219@6.1680754@6.1680377@6.1680103@6.1680025@6.1680235@6.1680428@6.1681297@6.1683287@6.1685133@6.1689328@6.1691347@6.1695575@6.1703423@6.1708969@6.1713559@6.1718701@6.1719325@6.17292@6.1734319@6.1739029@6.1740435@6.174295@6.1744735@6.1754585@6.1755567@6.1758068@6.1763723@6.1773588@6.1788876@6.179347@6.1799907@6.1803133@6.1807967@6.1821191@6.1840014@6.1853344@6.1858791@6.1859956@6.1861086@6.1862469@6.1863903@6.1865238@6.1865909@6.1867575@6.1870666@6.187861@6.1881782@6.1882884@6.1886027@6.1888842@6.1890554@6.1892825@6.1896491@6.1898078@6.1899887@6.1901425@6.1902913@6.1905331@6.1906078@6.1907758@6.1909686@6.1925056@6.1928068@6.1930659@6.1932791@6.1935343@6.1937186@6.1939433@6.1943555@6.1946843@6.1949178@6.1951273@6.1955572@6.195722@6.1958968@6.1964105@6.1968435@6.1973856@6.1976378@6.1978106@6.1982849@6.19859@6.1987679@6.1991164@6.199539@6.1999376@6.2004457@6.200686@6.2015785@6.2031329@6.2044161@6.2050877@6.2079098@6.2090991@6.2099957,62.6363834@62.636386@62.6363754@62.6363734@62.6363749@62.6363415@62.6363492@62.6363667@62.6363723@62.6363786@62.6363816@62.6363728@62.6363639@62.6363316@62.6363139@62.6362267@62.6359891@62.6358593@62.6357204@62.6356206@62.6355945@62.635573@62.6355032@62.6354424@62.6352934@62.6352529@62.6352294@62.6352079@62.6351891@62.6351292@62.6350613@62.6350189@62.634978@62.6349115@62.6348729@62.6348305@62.6347156@62.6344863@62.6343667@62.6341817@62.6340707@62.6340225@62.6338129@62.6337823@62.6337492@62.6337399@62.6337318@62.6337253@62.6337352@62.6337542@62.6338794@62.6339042@62.63393@62.6340361@62.6341518@62.6341804@62.6341805@62.6341611@62.6341414@62.6341164@62.6340764@62.6340172@62.6338325@62.6337454@62.6336369@62.6335252@62.633398@62.6333226@62.6332988@62.6332282@62.6332042@62.6331762@62.6331504@62.6330993@62.6330816@62.6330536@62.633031@62.6330184@62.6329808@62.6329692@62.6329599@62.6329754@62.6329664@62.6329476@62.6329207@62.6329174@62.6328653@62.6328336@62.6327885@62.6327712@62.632732@62.6326991@62.6324715@62.6324524@62.6324231@62.6323704@62.6322884@62.6321468@62.6321136@62.6320947@62.6320926@62.6321043@62.6321791@62.6322587@62.6323252@62.6323426@62.6323463@62.6323426@62.6323314@62.6323198@62.6323066@62.632295@62.6322663@62.6321919@62.6319783@62.6318886@62.631868@62.6318346@62.6318253@62.6318308@62.6318533@62.6319@62.6319137@62.6319206@62.6319177@62.6319055@62.6318729@62.6318586@62.631816@62.6317622@62.6313354@62.6312397@62.6311422@62.6310527@62.6309288@62.6308302@62.6307215@62.6304918@62.6302828@62.630128@62.6299993@62.6297103@62.6295915@62.6294606@62.629034@62.6286577@62.628201@62.6279694@62.627824@62.6274518@62.6272398@62.6271218@62.626908@62.6266898@62.6265065@62.6262628@62.6261542@62.6257615@62.6250654@62.6245013@62.6241968@62.6229499@62.6224241@62.6220221
80,1340035748,5086246828,Lyngstadvegen,unclassified,159.439,nan,6.2031496@6.2033085@6.2036351@6.203812@6.2043256@6.2050023@6.2052583@6.2054018,62.6117666@62.6116975@62.611563@62.611477@62.6112482@62.6109585@62.6108436@62.6107759
81,1672336176,5086250475,Olapedervegen,residential,177.419,nan,6.2681725@6.2671784@6.2666932@6.2664375,62.6388261@62.6396215@62.64@62.6402081
82,1672336239,5086248139,Skulebakken,residential,144.933,nan,6.2602758@6.2603363@6.2603699@6.2603806@6.2603458@6.2603513@6.2603819@6.2604135@6.2604997@6.2605661@6.2606365@6.2607272@6.2608085@6.2608674@6.2611751@6.2612923@6.2613704@6.261437@6.2615423@6.2616605@6.2617539@6.2619601,62.644564@62.6446421@62.6447156@62.6448239@62.644941@62.6449693@62.644992@62.6450048@62.645032@62.6450397@62.6450415@62.6450336@62.645017@62.6449972@62.6448738@62.644836@62.6448183@62.6448116@62.6448209@62.6448528@62.6448847@62.6449663
83,1770836757,5086234308,Krikvegen,residential,638.397,nan,6.2961571@6.2962195@6.2962693@6.2964029@6.2965035@6.2969187@6.2972574@6.2973858@6.297409@6.2973549@6.2972721@6.2972236@6.2970579@6.2965919@6.2961258@6.2956436@6.2955049@6.2953441@6.2947631@6.2944078@6.2942166@6.2937768@6.2933598@6.2931264@6.2926556@6.2923403@6.2921759@6.2917843@6.2916535@6.2912169@6.2909122@6.2906422@6.2904023@6.2901741@6.2899003@6.289811@6.2897885@6.2897617@6.2893722,62.5449812@62.5449553@62.544925@62.5448249@62.5447418@62.5443549@62.5440942@62.5439784@62.5439329@62.5437768@62.5436858@62.5436511@62.5437021@62.5438952@62.5440765@62.5442984@62.5443773@62.5444585@62.5446778@62.5447603@62.5447845@62.5448563@62.5449431@62.5449853@62.5450615@62.5451023@62.5451155@62.5451686@62.545202@62.5453282@62.5453994@62.545452@62.5455084@62.5455736@62.5456395@62.5456556@62.5456596@62.5456643@62.5457166
84,1770836830,5086248642,Niklavegen,residential,112.104,nan,6.2884042@6.2900509@6.2902553@6.2903368,62.5468973@62.5465153@62.5464504@62.5464277
85,1770836837,5086246707,Niklavegen,residential,91.751,nan,6.2918079@6.2909656@6.2907788@6.2904786@6.2902483@6.2902104@6.2901706@6.2900862,62.5457868@62.5459359@62.5459522@62.5459614@62.5459532@62.545949@62.5459438@62.5459385
